,mid,items_radiant,items_dire
26245,26245,74.0,79.0
26246,26246,58.0,81.0
26247,26247,56.0,64.0
26248,26248,72.0,85.0
26249,26249,87.0,71.0
26250,26250,83.0,84.0
26251,26251,68.0,53.0
26252,26252,59.0,55.0
26253,26253,57.0,60.0
26254,26254,69.0,64.0
26255,26255,50.0,66.0
26256,26256,73.0,65.0
26257,26257,76.0,60.0
26258,26258,59.0,80.0
26259,26259,57.0,58.0
26260,26260,53.0,57.0
26261,26261,68.0,66.0
26262,26262,70.0,65.0
26263,26263,53.0,60.0
26264,26264,58.0,64.0
26265,26265,70.0,75.0
26266,26266,63.0,77.0
26267,26267,62.0,61.0
26268,26268,70.0,66.0
26269,26269,72.0,76.0
26270,26270,67.0,69.0
26271,26271,65.0,57.0
26272,26272,64.0,66.0
26273,26273,67.0,70.0
26274,26274,57.0,45.0
26275,26275,66.0,68.0
26276,26276,83.0,64.0
26277,26277,67.0,68.0
26278,26278,61.0,65.0
26279,26279,56.0,71.0
26280,26280,64.0,55.0
26281,26281,66.0,83.0
26282,26282,74.0,65.0
26283,26283,70.0,64.0
26284,26284,71.0,57.0
26285,26285,70.0,75.0
26286,26286,73.0,58.0
26287,26287,71.0,73.0
26288,26288,70.0,75.0
26289,26289,70.0,73.0
26290,26290,93.0,76.0
26291,26291,79.0,82.0
26292,26292,71.0,59.0
26293,26293,52.0,69.0
26294,26294,57.0,64.0
26295,26295,70.0,70.0
26296,26296,57.0,52.0
26297,26297,64.0,63.0
26298,26298,65.0,64.0
26299,26299,73.0,56.0
26300,26300,61.0,63.0
26301,26301,62.0,55.0
26302,26302,63.0,70.0
26303,26303,59.0,60.0
26304,26304,67.0,71.0
26305,26305,62.0,62.0
26306,26306,65.0,82.0
26307,26307,64.0,63.0
26308,26308,81.0,74.0
26309,26309,71.0,77.0
26310,26310,52.0,57.0
26311,26311,60.0,79.0
26312,26312,60.0,74.0
26313,26313,56.0,59.0
26314,26314,70.0,71.0
26315,26315,70.0,88.0
26316,26316,75.0,62.0
26317,26317,58.0,64.0
26318,26318,60.0,48.0
26319,26319,66.0,75.0
26320,26320,83.0,69.0
26321,26321,69.0,52.0
26322,26322,72.0,67.0
26323,26323,66.0,77.0
26324,26324,85.0,77.0
26325,26325,75.0,90.0
26326,26326,63.0,68.0
26327,26327,56.0,50.0
26328,26328,75.0,69.0
26329,26329,60.0,48.0
26330,26330,79.0,86.0
26331,26331,62.0,58.0
26332,26332,70.0,63.0
26333,26333,78.0,70.0
26334,26334,61.0,52.0
26335,26335,63.0,59.0
26336,26336,59.0,61.0
26337,26337,80.0,78.0
26338,26338,55.0,60.0
26339,26339,60.0,60.0
26340,26340,71.0,86.0
26341,26341,65.0,73.0
26342,26342,58.0,63.0
26343,26343,83.0,60.0
26344,26344,65.0,60.0
26345,26345,49.0,50.0
26346,26346,78.0,87.0
26347,26347,60.0,53.0
26348,26348,55.0,59.0
26349,26349,63.0,77.0
26350,26350,74.0,74.0
26351,26351,71.0,86.0
26352,26352,83.0,62.0
26353,26353,75.0,59.0
26354,26354,43.0,42.0
26355,26355,76.0,57.0
26356,26356,72.0,55.0
26357,26357,73.0,61.0
26358,26358,83.0,45.0
26359,26359,64.0,77.0
26360,26360,63.0,61.0
26361,26361,55.0,59.0
26362,26362,82.0,94.0
26363,26363,85.0,76.0
26364,26364,73.0,43.0
26365,26365,64.0,62.0
26366,26366,59.0,72.0
26367,26367,72.0,74.0
26368,26368,69.0,46.0
26369,26369,80.0,85.0
26370,26370,64.0,79.0
26371,26371,84.0,82.0
26372,26372,73.0,74.0
26373,26373,74.0,65.0
26374,26374,88.0,61.0
26375,26375,53.0,69.0
26376,26376,63.0,68.0
26377,26377,65.0,66.0
26378,26378,65.0,51.0
26379,26379,67.0,69.0
26380,26380,68.0,62.0
26381,26381,67.0,50.0
26382,26382,51.0,53.0
26383,26383,59.0,65.0
26384,26384,73.0,63.0
26385,26385,74.0,76.0
26386,26386,59.0,49.0
26387,26387,83.0,76.0
26388,26388,62.0,67.0
26389,26389,83.0,87.0
26390,26390,75.0,61.0
26391,26391,61.0,58.0
26392,26392,54.0,60.0
26393,26393,81.0,63.0
26394,26394,80.0,63.0
26395,26395,73.0,59.0
26396,26396,76.0,62.0
26397,26397,76.0,72.0
26398,26398,81.0,67.0
26399,26399,80.0,65.0
26400,26400,53.0,77.0
26401,26401,56.0,63.0
26402,26402,79.0,58.0
26403,26403,73.0,73.0
26404,26404,63.0,53.0
26405,26405,47.0,52.0
26406,26406,58.0,53.0
26407,26407,65.0,68.0
26408,26408,73.0,57.0
26409,26409,79.0,70.0
26410,26410,54.0,75.0
26411,26411,79.0,64.0
26412,26412,74.0,64.0
26413,26413,57.0,60.0
26414,26414,77.0,59.0
26415,26415,55.0,45.0
26416,26416,84.0,73.0
26417,26417,74.0,81.0
26418,26418,77.0,58.0
26419,26419,53.0,61.0
26420,26420,72.0,64.0
26421,26421,62.0,68.0
26422,26422,62.0,54.0
26423,26423,66.0,72.0
26424,26424,66.0,67.0
26425,26425,66.0,69.0
26426,26426,69.0,67.0
26427,26427,69.0,60.0
26428,26428,66.0,57.0
26429,26429,71.0,61.0
26430,26430,44.0,59.0
26431,26431,53.0,53.0
26432,26432,69.0,79.0
26433,26433,53.0,51.0
26434,26434,63.0,84.0
26435,26435,69.0,64.0
26436,26436,71.0,66.0
26437,26437,57.0,50.0
26438,26438,69.0,73.0
26439,26439,58.0,63.0
26440,26440,70.0,49.0
26441,26441,59.0,77.0
26442,26442,67.0,75.0
26443,26443,57.0,64.0
26444,26444,58.0,62.0
26445,26445,72.0,76.0
26446,26446,68.0,65.0
26447,26447,62.0,72.0
26448,26448,67.0,71.0
26449,26449,63.0,76.0
26450,26450,81.0,68.0
26451,26451,57.0,58.0
26452,26452,67.0,66.0
26453,26453,62.0,75.0
26454,26454,69.0,72.0
26455,26455,43.0,60.0
26456,26456,78.0,78.0
26457,26457,60.0,77.0
26458,26458,77.0,61.0
26459,26459,65.0,55.0
26460,26460,81.0,68.0
26461,26461,46.0,84.0
26462,26462,77.0,64.0
26463,26463,54.0,69.0
26464,26464,69.0,80.0
26465,26465,78.0,61.0
26466,26466,59.0,55.0
26467,26467,44.0,56.0
26468,26468,63.0,55.0
26469,26469,65.0,74.0
26470,26470,53.0,65.0
26471,26471,66.0,68.0
26472,26472,62.0,55.0
26473,26473,58.0,64.0
26474,26474,73.0,58.0
26475,26475,70.0,58.0
26476,26476,81.0,87.0
26477,26477,59.0,79.0
26478,26478,60.0,80.0
26479,26479,63.0,66.0
26480,26480,79.0,60.0
26481,26481,65.0,50.0
26482,26482,81.0,63.0
26483,26483,63.0,77.0
26484,26484,68.0,81.0
26485,26485,65.0,60.0
26486,26486,61.0,75.0
26487,26487,62.0,61.0
26488,26488,52.0,73.0
26489,26489,70.0,66.0
26490,26490,63.0,61.0
26491,26491,61.0,63.0
26492,26492,78.0,70.0
26493,26493,78.0,75.0
26494,26494,71.0,57.0
26495,26495,64.0,70.0
26496,26496,57.0,68.0
26497,26497,69.0,55.0
26498,26498,53.0,69.0
26499,26499,77.0,73.0
26500,26500,61.0,65.0
26501,26501,51.0,56.0
26502,26502,74.0,72.0
26503,26503,66.0,67.0
26504,26504,72.0,79.0
26505,26505,57.0,71.0
26506,26506,78.0,70.0
26507,26507,66.0,69.0
26508,26508,55.0,63.0
26509,26509,74.0,69.0
26510,26510,63.0,85.0
26511,26511,63.0,72.0
26512,26512,75.0,74.0
26513,26513,65.0,56.0
26514,26514,61.0,68.0
26515,26515,95.0,80.0
26516,26516,57.0,60.0
26517,26517,65.0,67.0
26518,26518,57.0,56.0
26519,26519,70.0,77.0
26520,26520,52.0,58.0
26521,26521,53.0,51.0
26522,26522,66.0,63.0
26523,26523,64.0,64.0
26524,26524,57.0,66.0
26525,26525,70.0,54.0
26526,26526,55.0,69.0
26527,26527,54.0,59.0
26528,26528,65.0,62.0
26529,26529,74.0,81.0
26530,26530,54.0,69.0
26531,26531,64.0,70.0
26532,26532,53.0,54.0
26533,26533,45.0,49.0
26534,26534,89.0,89.0
26535,26535,55.0,75.0
26536,26536,64.0,75.0
26537,26537,73.0,61.0
26538,26538,51.0,64.0
26539,26539,73.0,66.0
26540,26540,58.0,43.0
26541,26541,54.0,62.0
26542,26542,71.0,70.0
26543,26543,45.0,50.0
26544,26544,60.0,57.0
26545,26545,69.0,60.0
26546,26546,68.0,62.0
26547,26547,65.0,53.0
26548,26548,55.0,73.0
26549,26549,59.0,56.0
26550,26550,51.0,55.0
26551,26551,55.0,59.0
26552,26552,63.0,73.0
26553,26553,69.0,57.0
26554,26554,69.0,73.0
26555,26555,58.0,53.0
26556,26556,67.0,69.0
26557,26557,76.0,64.0
26558,26558,75.0,71.0
26559,26559,48.0,63.0
26560,26560,63.0,51.0
26561,26561,41.0,58.0
26562,26562,94.0,75.0
26563,26563,81.0,71.0
26564,26564,67.0,66.0
26565,26565,63.0,54.0
26566,26566,72.0,74.0
26567,26567,52.0,53.0
26568,26568,84.0,69.0
26569,26569,60.0,72.0
26570,26570,60.0,56.0
26571,26571,59.0,52.0
26572,26572,71.0,61.0
26573,26573,58.0,53.0
26574,26574,56.0,62.0
26575,26575,59.0,72.0
26576,26576,50.0,74.0
26577,26577,62.0,61.0
26578,26578,60.0,59.0
26579,26579,59.0,56.0
26580,26580,76.0,85.0
26581,26581,88.0,67.0
26582,26582,66.0,73.0
26583,26583,58.0,72.0
26584,26584,59.0,66.0
26585,26585,67.0,56.0
26586,26586,80.0,69.0
26587,26587,89.0,83.0
26588,26588,81.0,51.0
26589,26589,51.0,43.0
26590,26590,58.0,76.0
26591,26591,71.0,55.0
26592,26592,66.0,54.0
26593,26593,63.0,72.0
26594,26594,86.0,74.0
26595,26595,91.0,60.0
26596,26596,55.0,78.0
26597,26597,61.0,65.0
26598,26598,68.0,68.0
26599,26599,67.0,77.0
26600,26600,50.0,53.0
26601,26601,58.0,58.0
26602,26602,62.0,67.0
26603,26603,63.0,67.0
26604,26604,56.0,63.0
26605,26605,66.0,67.0
26606,26606,73.0,82.0
26607,26607,76.0,70.0
26608,26608,71.0,66.0
26609,26609,77.0,77.0
26610,26610,72.0,74.0
26611,26611,61.0,59.0
26612,26612,57.0,76.0
26613,26613,52.0,66.0
26614,26614,60.0,50.0
26615,26615,61.0,71.0
26616,26616,54.0,62.0
26617,26617,65.0,73.0
26618,26618,56.0,52.0
26619,26619,67.0,72.0
26620,26620,60.0,61.0
26621,26621,69.0,72.0
26622,26622,54.0,62.0
26623,26623,51.0,66.0
26624,26624,61.0,70.0
26625,26625,69.0,71.0
26626,26626,76.0,77.0
26627,26627,51.0,64.0
26628,26628,46.0,58.0
26629,26629,61.0,63.0
26630,26630,55.0,67.0
26631,26631,75.0,67.0
26632,26632,50.0,59.0
26633,26633,51.0,68.0
26634,26634,68.0,42.0
26635,26635,58.0,63.0
26636,26636,64.0,83.0
26637,26637,54.0,55.0
26638,26638,71.0,73.0
26639,26639,81.0,72.0
26640,26640,56.0,68.0
26641,26641,60.0,82.0
26642,26642,77.0,76.0
26643,26643,68.0,62.0
26644,26644,54.0,75.0
26645,26645,57.0,63.0
26646,26646,78.0,78.0
26647,26647,74.0,92.0
26648,26648,52.0,75.0
26649,26649,62.0,73.0
26650,26650,73.0,76.0
26651,26651,59.0,56.0
26652,26652,61.0,78.0
26653,26653,64.0,68.0
26654,26654,50.0,62.0
26655,26655,68.0,80.0
26656,26656,64.0,99.0
26657,26657,80.0,63.0
26658,26658,56.0,67.0
26659,26659,73.0,52.0
26660,26660,60.0,70.0
26661,26661,59.0,49.0
26662,26662,79.0,57.0
26663,26663,73.0,65.0
26664,26664,64.0,68.0
26665,26665,77.0,52.0
26666,26666,73.0,73.0
26667,26667,66.0,69.0
26668,26668,63.0,61.0
26669,26669,78.0,77.0
26670,26670,64.0,58.0
26671,26671,74.0,64.0
26672,26672,69.0,64.0
26673,26673,55.0,55.0
26674,26674,61.0,81.0
26675,26675,80.0,70.0
26676,26676,76.0,57.0
26677,26677,79.0,64.0
26678,26678,51.0,56.0
26679,26679,57.0,62.0
26680,26680,74.0,62.0
26681,26681,59.0,46.0
26682,26682,70.0,74.0
26683,26683,56.0,67.0
26684,26684,59.0,63.0
26685,26685,55.0,52.0
26686,26686,73.0,69.0
26687,26687,62.0,73.0
26688,26688,55.0,71.0
26689,26689,70.0,65.0
26690,26690,91.0,85.0
26691,26691,75.0,74.0
26692,26692,86.0,78.0
26693,26693,74.0,92.0
26694,26694,59.0,56.0
26695,26695,84.0,68.0
26696,26696,58.0,75.0
26697,26697,58.0,62.0
26698,26698,47.0,61.0
26699,26699,60.0,61.0
26700,26700,61.0,62.0
26701,26701,54.0,65.0
26702,26702,52.0,50.0
26703,26703,57.0,61.0
26704,26704,62.0,78.0
26705,26705,67.0,60.0
26706,26706,77.0,63.0
26707,26707,65.0,81.0
26708,26708,56.0,76.0
26709,26709,69.0,57.0
26710,26710,55.0,66.0
26711,26711,77.0,64.0
26712,26712,61.0,62.0
26713,26713,84.0,67.0
26714,26714,72.0,76.0
26715,26715,72.0,64.0
26716,26716,68.0,68.0
26717,26717,91.0,90.0
26718,26718,74.0,66.0
26719,26719,54.0,50.0
26720,26720,66.0,63.0
26721,26721,67.0,72.0
26722,26722,53.0,70.0
26723,26723,78.0,72.0
26724,26724,76.0,76.0
26725,26725,84.0,68.0
26726,26726,47.0,62.0
26727,26727,61.0,51.0
26728,26728,57.0,58.0
26729,26729,59.0,47.0
26730,26730,47.0,54.0
26731,26731,70.0,75.0
26732,26732,84.0,72.0
26733,26733,61.0,68.0
26734,26734,76.0,80.0
26735,26735,67.0,63.0
26736,26736,70.0,73.0
26737,26737,62.0,65.0
26738,26738,63.0,75.0
26739,26739,47.0,53.0
26740,26740,68.0,64.0
26741,26741,61.0,59.0
26742,26742,72.0,64.0
26743,26743,69.0,63.0
26744,26744,52.0,55.0
26745,26745,63.0,70.0
26746,26746,81.0,64.0
26747,26747,66.0,83.0
26748,26748,59.0,57.0
26749,26749,68.0,71.0
26750,26750,68.0,80.0
26751,26751,61.0,53.0
26752,26752,64.0,71.0
26753,26753,59.0,72.0
26754,26754,87.0,78.0
26755,26755,75.0,66.0
26756,26756,67.0,61.0
26757,26757,62.0,66.0
26758,26758,63.0,68.0
26759,26759,62.0,53.0
26760,26760,60.0,71.0
26761,26761,62.0,41.0
26762,26762,69.0,59.0
26763,26763,68.0,47.0
26764,26764,78.0,65.0
26765,26765,58.0,86.0
26766,26766,71.0,52.0
26767,26767,60.0,69.0
26768,26768,66.0,61.0
26769,26769,65.0,70.0
26770,26770,64.0,54.0
26771,26771,73.0,78.0
26772,26772,65.0,58.0
26773,26773,79.0,64.0
26774,26774,63.0,55.0
26775,26775,66.0,69.0
26776,26776,51.0,63.0
26777,26777,75.0,73.0
26778,26778,66.0,67.0
26779,26779,59.0,64.0
26780,26780,55.0,53.0
26781,26781,55.0,43.0
26782,26782,67.0,66.0
26783,26783,70.0,74.0
26784,26784,42.0,68.0
26785,26785,54.0,55.0
26786,26786,65.0,70.0
26787,26787,52.0,50.0
26788,26788,64.0,59.0
26789,26789,72.0,61.0
26790,26790,57.0,52.0
26791,26791,80.0,47.0
26792,26792,73.0,82.0
26793,26793,55.0,61.0
26794,26794,49.0,70.0
26795,26795,63.0,59.0
26796,26796,66.0,82.0
26797,26797,65.0,76.0
26798,26798,76.0,69.0
26799,26799,56.0,62.0
26800,26800,46.0,69.0
26801,26801,64.0,61.0
26802,26802,71.0,68.0
26803,26803,77.0,56.0
26804,26804,82.0,71.0
26805,26805,66.0,65.0
26806,26806,67.0,76.0
26807,26807,69.0,67.0
26808,26808,69.0,69.0
26809,26809,68.0,57.0
26810,26810,69.0,67.0
26811,26811,70.0,60.0
26812,26812,62.0,71.0
26813,26813,80.0,62.0
26814,26814,58.0,81.0
26815,26815,58.0,61.0
26816,26816,48.0,57.0
26817,26817,71.0,78.0
26818,26818,68.0,64.0
26819,26819,52.0,60.0
26820,26820,66.0,53.0
26821,26821,51.0,54.0
26822,26822,89.0,102.0
26823,26823,76.0,81.0
26824,26824,77.0,64.0
26825,26825,69.0,66.0
26826,26826,45.0,42.0
26827,26827,70.0,64.0
26828,26828,87.0,97.0
26829,26829,74.0,68.0
26830,26830,80.0,57.0
26831,26831,69.0,91.0
26832,26832,80.0,67.0
26833,26833,42.0,54.0
26834,26834,66.0,69.0
26835,26835,63.0,82.0
26836,26836,62.0,48.0
26837,26837,79.0,77.0
26838,26838,74.0,53.0
26839,26839,66.0,68.0
26840,26840,63.0,71.0
26841,26841,56.0,52.0
26842,26842,65.0,66.0
26843,26843,51.0,60.0
26844,26844,61.0,69.0
26845,26845,53.0,46.0
26846,26846,80.0,66.0
26847,26847,87.0,69.0
26848,26848,77.0,84.0
26849,26849,55.0,59.0
26850,26850,55.0,34.0
26851,26851,48.0,65.0
26852,26852,92.0,74.0
26853,26853,50.0,72.0
26854,26854,63.0,66.0
26855,26855,63.0,66.0
26856,26856,60.0,55.0
26857,26857,48.0,76.0
26858,26858,53.0,63.0
26859,26859,54.0,71.0
26860,26860,63.0,69.0
26861,26861,67.0,74.0
26862,26862,70.0,58.0
26863,26863,64.0,56.0
26864,26864,71.0,67.0
26865,26865,64.0,65.0
26866,26866,63.0,80.0
26867,26867,70.0,68.0
26868,26868,53.0,64.0
26869,26869,66.0,68.0
26870,26870,77.0,76.0
26871,26871,80.0,69.0
26872,26872,57.0,62.0
26873,26873,66.0,98.0
26874,26874,69.0,66.0
26875,26875,74.0,63.0
26876,26876,77.0,77.0
26877,26877,47.0,51.0
26878,26878,52.0,66.0
26879,26879,54.0,57.0
26880,26880,48.0,46.0
26881,26881,59.0,60.0
26882,26882,71.0,72.0
26883,26883,81.0,66.0
26884,26884,65.0,81.0
26885,26885,56.0,71.0
26886,26886,61.0,56.0
26887,26887,74.0,77.0
26888,26888,64.0,63.0
26889,26889,56.0,62.0
26890,26890,53.0,77.0
26891,26891,76.0,83.0
26892,26892,67.0,76.0
26893,26893,57.0,55.0
26894,26894,78.0,71.0
26895,26895,58.0,54.0
26896,26896,67.0,76.0
26897,26897,60.0,68.0
26898,26898,74.0,77.0
26899,26899,73.0,84.0
26900,26900,80.0,65.0
26901,26901,69.0,49.0
26902,26902,68.0,65.0
26903,26903,60.0,35.0
26904,26904,65.0,73.0
26905,26905,72.0,63.0
26906,26906,75.0,66.0
26907,26907,58.0,81.0
26908,26908,68.0,71.0
26909,26909,54.0,77.0
26910,26910,64.0,46.0
26911,26911,55.0,46.0
26912,26912,73.0,72.0
26913,26913,78.0,67.0
26914,26914,60.0,52.0
26915,26915,60.0,53.0
26916,26916,80.0,56.0
26917,26917,67.0,58.0
26918,26918,72.0,63.0
26919,26919,89.0,75.0
26920,26920,56.0,68.0
26921,26921,65.0,65.0
26922,26922,60.0,72.0
26923,26923,65.0,82.0
26924,26924,52.0,45.0
26925,26925,55.0,60.0
26926,26926,48.0,65.0
26927,26927,63.0,72.0
26928,26928,83.0,74.0
26929,26929,46.0,67.0
26930,26930,67.0,61.0
26931,26931,74.0,52.0
26932,26932,73.0,57.0
26933,26933,65.0,91.0
26934,26934,75.0,62.0
26935,26935,66.0,50.0
26936,26936,59.0,78.0
26937,26937,58.0,51.0
26938,26938,64.0,83.0
26939,26939,89.0,66.0
26940,26940,73.0,63.0
26941,26941,74.0,71.0
26942,26942,68.0,51.0
26943,26943,70.0,69.0
26944,26944,68.0,72.0
26945,26945,48.0,86.0
26946,26946,86.0,74.0
26947,26947,68.0,69.0
26948,26948,49.0,60.0
26949,26949,58.0,68.0
26950,26950,94.0,68.0
26951,26951,57.0,52.0
26952,26952,74.0,68.0
26953,26953,60.0,52.0
26954,26954,63.0,64.0
26955,26955,53.0,64.0
26956,26956,68.0,50.0
26957,26957,63.0,78.0
26958,26958,63.0,63.0
26959,26959,60.0,53.0
26960,26960,64.0,57.0
26961,26961,46.0,66.0
26962,26962,96.0,66.0
26963,26963,56.0,68.0
26964,26964,50.0,41.0
26965,26965,61.0,74.0
26966,26966,54.0,58.0
26967,26967,75.0,68.0
26968,26968,65.0,65.0
26969,26969,62.0,68.0
26970,26970,84.0,80.0
26971,26971,76.0,69.0
26972,26972,56.0,53.0
26973,26973,76.0,69.0
26974,26974,73.0,71.0
26975,26975,66.0,79.0
26976,26976,62.0,57.0
26977,26977,62.0,66.0
26978,26978,49.0,50.0
26979,26979,46.0,60.0
26980,26980,70.0,69.0
26981,26981,67.0,54.0
26982,26982,84.0,74.0
26983,26983,56.0,81.0
26984,26984,55.0,56.0
26985,26985,78.0,61.0
26986,26986,70.0,63.0
26987,26987,54.0,65.0
26988,26988,63.0,56.0
26989,26989,46.0,68.0
26990,26990,88.0,81.0
26991,26991,62.0,65.0
26992,26992,56.0,67.0
26993,26993,83.0,65.0
26994,26994,58.0,64.0
26995,26995,69.0,71.0
26996,26996,55.0,45.0
26997,26997,73.0,63.0
26998,26998,55.0,60.0
26999,26999,58.0,57.0
27000,27000,55.0,56.0
27001,27001,71.0,59.0
27002,27002,67.0,63.0
27003,27003,49.0,54.0
27004,27004,87.0,60.0
27005,27005,58.0,73.0
27006,27006,76.0,66.0
27007,27007,77.0,70.0
27008,27008,58.0,76.0
27009,27009,56.0,50.0
27010,27010,75.0,80.0
27011,27011,69.0,56.0
27012,27012,58.0,53.0
27013,27013,68.0,78.0
27014,27014,92.0,67.0
27015,27015,64.0,67.0
27016,27016,83.0,88.0
27017,27017,81.0,69.0
27018,27018,77.0,71.0
27019,27019,68.0,67.0
27020,27020,86.0,89.0
27021,27021,61.0,63.0
27022,27022,58.0,64.0
27023,27023,52.0,61.0
27024,27024,66.0,66.0
27025,27025,48.0,69.0
27026,27026,50.0,57.0
27027,27027,75.0,54.0
27028,27028,68.0,59.0
27029,27029,81.0,79.0
27030,27030,94.0,70.0
27031,27031,64.0,62.0
27032,27032,76.0,58.0
27033,27033,69.0,59.0
27034,27034,68.0,70.0
27035,27035,75.0,68.0
27036,27036,79.0,77.0
27037,27037,55.0,63.0
27038,27038,72.0,73.0
27039,27039,84.0,68.0
27040,27040,84.0,70.0
27041,27041,61.0,68.0
27042,27042,70.0,67.0
27043,27043,68.0,70.0
27044,27044,66.0,58.0
27045,27045,71.0,72.0
27046,27046,63.0,79.0
27047,27047,60.0,65.0
27048,27048,71.0,75.0
27049,27049,63.0,52.0
27050,27050,89.0,72.0
27051,27051,55.0,63.0
27052,27052,73.0,57.0
27053,27053,57.0,44.0
27054,27054,69.0,74.0
27055,27055,50.0,54.0
27056,27056,66.0,69.0
27057,27057,72.0,47.0
27058,27058,62.0,66.0
27059,27059,77.0,66.0
27060,27060,86.0,86.0
27061,27061,67.0,68.0
27062,27062,47.0,60.0
27063,27063,74.0,73.0
27064,27064,67.0,61.0
27065,27065,77.0,63.0
27066,27066,69.0,57.0
27067,27067,59.0,74.0
27068,27068,64.0,63.0
27069,27069,67.0,54.0
27070,27070,71.0,71.0
27071,27071,62.0,60.0
27072,27072,63.0,81.0
27073,27073,71.0,66.0
27074,27074,79.0,61.0
27075,27075,55.0,40.0
27076,27076,72.0,75.0
27077,27077,68.0,44.0
27078,27078,78.0,70.0
27079,27079,65.0,63.0
27080,27080,78.0,72.0
27081,27081,77.0,76.0
27082,27082,62.0,70.0
27083,27083,85.0,70.0
27084,27084,62.0,56.0
27085,27085,71.0,76.0
27086,27086,66.0,77.0
27087,27087,60.0,57.0
27088,27088,54.0,53.0
27089,27089,55.0,46.0
27090,27090,48.0,63.0
27091,27091,75.0,67.0
27092,27092,60.0,63.0
27093,27093,54.0,65.0
27094,27094,55.0,59.0
27095,27095,67.0,80.0
27096,27096,71.0,67.0
27097,27097,72.0,76.0
27098,27098,61.0,49.0
27099,27099,68.0,61.0
27100,27100,72.0,77.0
27101,27101,60.0,73.0
27102,27102,64.0,64.0
27103,27103,78.0,78.0
27104,27104,57.0,44.0
27105,27105,78.0,69.0
27106,27106,69.0,49.0
27107,27107,66.0,55.0
27108,27108,69.0,77.0
27109,27109,85.0,92.0
27110,27110,58.0,81.0
27111,27111,46.0,48.0
27112,27112,51.0,72.0
27113,27113,59.0,40.0
27114,27114,64.0,70.0
27115,27115,73.0,75.0
27116,27116,76.0,72.0
27117,27117,73.0,77.0
27118,27118,55.0,71.0
27119,27119,78.0,81.0
27120,27120,81.0,64.0
27121,27121,62.0,62.0
27122,27122,65.0,42.0
27123,27123,66.0,67.0
27124,27124,52.0,72.0
27125,27125,80.0,65.0
27126,27126,44.0,63.0
27127,27127,59.0,52.0
27128,27128,60.0,82.0
27129,27129,59.0,53.0
27130,27130,67.0,45.0
27131,27131,63.0,62.0
27132,27132,63.0,62.0
27133,27133,69.0,68.0
27134,27134,58.0,47.0
27135,27135,57.0,68.0
27136,27136,70.0,66.0
27137,27137,79.0,56.0
27138,27138,58.0,54.0
27139,27139,67.0,63.0
27140,27140,66.0,74.0
27141,27141,75.0,68.0
27142,27142,71.0,61.0
27143,27143,41.0,57.0
27144,27144,49.0,43.0
27145,27145,68.0,69.0
27146,27146,92.0,93.0
27147,27147,62.0,78.0
27148,27148,80.0,77.0
27149,27149,75.0,95.0
27150,27150,80.0,79.0
27151,27151,68.0,67.0
27152,27152,67.0,51.0
27153,27153,51.0,64.0
27154,27154,63.0,57.0
27155,27155,58.0,63.0
27156,27156,65.0,58.0
27157,27157,45.0,63.0
27158,27158,86.0,69.0
27159,27159,59.0,56.0
27160,27160,73.0,71.0
27161,27161,65.0,63.0
27162,27162,67.0,61.0
27163,27163,66.0,69.0
27164,27164,76.0,74.0
27165,27165,52.0,70.0
27166,27166,85.0,72.0
27167,27167,59.0,67.0
27168,27168,67.0,71.0
27169,27169,79.0,69.0
27170,27170,79.0,70.0
27171,27171,77.0,78.0
27172,27172,50.0,60.0
27173,27173,54.0,49.0
27174,27174,75.0,47.0
27175,27175,51.0,55.0
27176,27176,77.0,61.0
27177,27177,69.0,75.0
27178,27178,88.0,81.0
27179,27179,72.0,57.0
27180,27180,71.0,57.0
27181,27181,71.0,76.0
27182,27182,75.0,79.0
27183,27183,62.0,52.0
27184,27184,73.0,63.0
27185,27185,67.0,70.0
27186,27186,70.0,70.0
27187,27187,67.0,67.0
27188,27188,56.0,68.0
27189,27189,63.0,90.0
27190,27190,68.0,69.0
27191,27191,60.0,81.0
27192,27192,78.0,61.0
27193,27193,62.0,70.0
27194,27194,58.0,63.0
27195,27195,57.0,62.0
27196,27196,53.0,62.0
27197,27197,79.0,73.0
27198,27198,68.0,53.0
27199,27199,66.0,71.0
27200,27200,62.0,72.0
27201,27201,76.0,74.0
27202,27202,58.0,66.0
27203,27203,74.0,59.0
27204,27204,83.0,49.0
27205,27205,54.0,63.0
27206,27206,64.0,60.0
27207,27207,65.0,70.0
27208,27208,68.0,69.0
27209,27209,67.0,62.0
27210,27210,58.0,68.0
27211,27211,79.0,76.0
27212,27212,58.0,60.0
27213,27213,55.0,63.0
27214,27214,49.0,68.0
27215,27215,53.0,58.0
27216,27216,71.0,83.0
27217,27217,60.0,51.0
27218,27218,50.0,65.0
27219,27219,83.0,78.0
27220,27220,60.0,74.0
27221,27221,67.0,92.0
27222,27222,79.0,58.0
27223,27223,57.0,69.0
27224,27224,67.0,67.0
27225,27225,47.0,51.0
27226,27226,71.0,63.0
27227,27227,66.0,63.0
27228,27228,69.0,69.0
27229,27229,75.0,71.0
27230,27230,74.0,66.0
27231,27231,73.0,61.0
27232,27232,68.0,70.0
27233,27233,73.0,66.0
27234,27234,65.0,57.0
27235,27235,53.0,73.0
27236,27236,69.0,76.0
27237,27237,73.0,51.0
27238,27238,61.0,68.0
27239,27239,70.0,67.0
27240,27240,72.0,53.0
27241,27241,49.0,72.0
27242,27242,70.0,65.0
