,mid,gold_radiant,gold_dire
25649,25649,129284,88312
25650,25650,87614,100011
25651,25651,114442,120682
25652,25652,113095,110881
25653,25653,93613,94373
25654,25654,117242,104067
25655,25655,106187,89867
25656,25656,109698,114870
25657,25657,100117,119803
25658,25658,82949,90302
25659,25659,87771,117044
25660,25660,104007,118922
25661,25661,109275,103210
25662,25662,121576,94341
25663,25663,111576,90027
25664,25664,99917,106145
25665,25665,100550,104286
25666,25666,119469,102032
25667,25667,102666,99358
25668,25668,105738,97550
25669,25669,90800,138057
25670,25670,114459,96516
25671,25671,109684,89520
25672,25672,109779,111356
25673,25673,118577,110668
25674,25674,113598,98603
25675,25675,88333,111823
25676,25676,101196,96075
25677,25677,106971,105845
25678,25678,108405,123581
25679,25679,93935,102274
25680,25680,97182,96628
25681,25681,121945,139987
25682,25682,100106,104695
25683,25683,97036,101031
25684,25684,116838,105684
25685,25685,96543,118966
25686,25686,90763,93958
25687,25687,102293,102222
25688,25688,108148,118626
25689,25689,114511,138763
25690,25690,111014,129580
25691,25691,107413,101998
25692,25692,107624,114593
25693,25693,117105,86067
25694,25694,112944,96085
25695,25695,121439,98926
25696,25696,99395,91986
25697,25697,83460,111699
25698,25698,106042,102907
25699,25699,90229,118888
25700,25700,124435,114910
25701,25701,95081,115271
25702,25702,88548,104956
25703,25703,100159,111438
25704,25704,112756,110142
25705,25705,98208,117310
25706,25706,94276,110033
25707,25707,114111,88935
25708,25708,85569,90152
25709,25709,72144,124276
25710,25710,109977,109067
25711,25711,97967,123186
25712,25712,89615,87966
25713,25713,111437,110482
25714,25714,101401,79096
25715,25715,90420,95428
25716,25716,97808,116441
25717,25717,108623,95292
25718,25718,110012,95169
25719,25719,104088,88375
25720,25720,99040,98995
25721,25721,108762,102006
25722,25722,95340,139456
25723,25723,125855,85298
25724,25724,127302,105322
25725,25725,129033,114108
25726,25726,113153,107911
25727,25727,104652,107938
25728,25728,117241,97851
25729,25729,108842,99208
25730,25730,95727,107608
25731,25731,132299,118934
25732,25732,97998,129183
25733,25733,125736,101587
25734,25734,106629,113088
25735,25735,107337,87918
25736,25736,114544,121322
25737,25737,102950,102847
25738,25738,106443,104791
25739,25739,110780,108722
25740,25740,100406,102151
25741,25741,105666,99298
25742,25742,98203,111089
25743,25743,104938,125734
25744,25744,97376,98989
25745,25745,120395,116866
25746,25746,102686,109513
25747,25747,103371,120550
25748,25748,104152,111403
25749,25749,121513,110456
25750,25750,111737,99826
25751,25751,129197,114610
25752,25752,112930,96364
25753,25753,102992,83884
25754,25754,98943,91646
25755,25755,109901,95113
25756,25756,95460,86656
25757,25757,112514,108595
25758,25758,116439,108006
25759,25759,95410,102526
25760,25760,103471,98915
25761,25761,128394,102713
25762,25762,112169,110274
25763,25763,97651,102837
25764,25764,98534,100454
25765,25765,119831,101626
25766,25766,129213,123306
25767,25767,114427,115222
25768,25768,99063,114451
25769,25769,113154,110801
25770,25770,107699,105777
25771,25771,106221,129514
25772,25772,124014,109596
25773,25773,115421,105849
25774,25774,121279,114069
25775,25775,118383,109200
25776,25776,109187,98084
25777,25777,101787,125671
25778,25778,110854,118189
25779,25779,114865,127515
25780,25780,99346,88566
25781,25781,112443,82248
25782,25782,100424,114648
25783,25783,114853,115645
25784,25784,109817,85641
25785,25785,103498,80836
25786,25786,112921,109252
25787,25787,108641,90609
25788,25788,114356,84443
25789,25789,109178,141681
25790,25790,111603,107084
25791,25791,107215,105369
25792,25792,110375,123175
25793,25793,92869,138060
25794,25794,91749,106798
25795,25795,105318,140668
25796,25796,114090,101242
25797,25797,134123,105662
25798,25798,117570,113488
25799,25799,99585,106351
25800,25800,132784,100487
25801,25801,97040,114019
25802,25802,97580,97837
25803,25803,121636,126127
25804,25804,113571,97225
25805,25805,81226,116396
25806,25806,92335,86364
25807,25807,109286,121509
25808,25808,112601,115142
25809,25809,93282,110554
25810,25810,110320,120283
25811,25811,107060,98906
25812,25812,98600,126268
25813,25813,105938,109189
25814,25814,129097,101602
25815,25815,98529,96772
25816,25816,81837,126217
25817,25817,101727,113013
25818,25818,104355,107166
25819,25819,101167,95222
25820,25820,94920,110485
25821,25821,112059,112095
25822,25822,107642,104472
25823,25823,116927,115780
25824,25824,115647,115315
25825,25825,103848,119367
25826,25826,122861,95175
25827,25827,102080,106063
25828,25828,98999,116710
25829,25829,97970,80222
25830,25830,100864,107101
25831,25831,111091,111774
25832,25832,88364,130847
25833,25833,114909,89499
25834,25834,117990,113167
25835,25835,124442,101243
25836,25836,104861,99639
25837,25837,102775,115398
25838,25838,95075,105766
25839,25839,101094,100957
25840,25840,97056,110675
25841,25841,98823,94521
25842,25842,101104,102600
25843,25843,95162,106281
25844,25844,118841,92719
25845,25845,104924,100646
25846,25846,101131,91934
25847,25847,85426,114029
25848,25848,106987,106786
25849,25849,92725,103252
25850,25850,115833,113371
25851,25851,93992,131574
25852,25852,109357,91160
25853,25853,101178,96563
25854,25854,145672,97541
25855,25855,95598,96366
25856,25856,112502,108667
25857,25857,115451,108201
25858,25858,103292,97007
25859,25859,110597,114557
25860,25860,105363,107672
25861,25861,101275,93836
25862,25862,93752,110513
25863,25863,100102,103196
25864,25864,100404,99430
25865,25865,107078,146772
25866,25866,104523,104906
25867,25867,97850,100611
25868,25868,103338,92222
25869,25869,102607,110839
25870,25870,103608,110658
25871,25871,101353,96069
25872,25872,130517,101608
25873,25873,130434,98479
25874,25874,89137,109135
25875,25875,104231,103816
25876,25876,97797,102742
25877,25877,102325,98878
25878,25878,134742,110088
25879,25879,110466,104136
25880,25880,103967,105051
25881,25881,116680,89792
25882,25882,87449,106244
25883,25883,116543,108652
25884,25884,108655,107536
25885,25885,114732,94204
25886,25886,129266,130683
25887,25887,124324,92609
25888,25888,99689,89424
25889,25889,98768,91767
25890,25890,123590,102920
25891,25891,110347,110970
25892,25892,120120,95564
25893,25893,98105,109397
25894,25894,106562,95296
25895,25895,97173,108815
25896,25896,108899,120081
25897,25897,99316,132431
25898,25898,102172,93693
25899,25899,85844,74294
25900,25900,104293,93186
25901,25901,122965,86235
25902,25902,112010,111498
25903,25903,103419,95986
25904,25904,91438,110692
25905,25905,115698,132344
25906,25906,93491,113401
25907,25907,99150,96856
25908,25908,116196,93048
25909,25909,94888,96281
25910,25910,126726,101680
25911,25911,96248,91336
25912,25912,99588,128637
25913,25913,101207,95884
25914,25914,104394,116471
25915,25915,138692,111123
25916,25916,90898,96850
25917,25917,101703,124762
25918,25918,87308,105565
25919,25919,106081,109063
25920,25920,119746,100775
25921,25921,113524,98985
25922,25922,87758,125152
25923,25923,107901,100354
25924,25924,94845,108148
25925,25925,91115,156231
25926,25926,105518,124221
25927,25927,98524,123842
25928,25928,103147,130635
25929,25929,83388,91867
25930,25930,107923,109648
25931,25931,102619,91766
25932,25932,103179,106864
25933,25933,88394,108701
25934,25934,97542,120425
25935,25935,107924,108885
25936,25936,103115,118821
25937,25937,105428,97150
25938,25938,94210,119431
25939,25939,76028,152849
25940,25940,92610,97525
25941,25941,93618,92078
25942,25942,95620,111924
25943,25943,98929,101981
25944,25944,130006,84242
25945,25945,106317,101579
25946,25946,97929,103907
25947,25947,112298,98770
25948,25948,110853,79547
25949,25949,95602,102964
25950,25950,98818,95404
25951,25951,96550,131258
25952,25952,108138,112795
25953,25953,103804,104682
25954,25954,96745,95718
25955,25955,93047,100060
25956,25956,94661,111245
25957,25957,84634,100156
25958,25958,110838,101324
25959,25959,94061,110447
25960,25960,131045,90273
25961,25961,115584,101990
25962,25962,96478,135517
25963,25963,101369,92027
25964,25964,94304,96366
25965,25965,116069,97350
25966,25966,103367,118649
25967,25967,101620,119742
25968,25968,94644,94955
25969,25969,104870,75583
25970,25970,93275,104280
25971,25971,112112,88950
25972,25972,81119,91432
25973,25973,100882,110084
25974,25974,113152,120978
25975,25975,100881,113018
25976,25976,91840,105900
25977,25977,114197,88190
25978,25978,86475,97505
25979,25979,116786,104884
25980,25980,100893,98236
25981,25981,117258,91374
25982,25982,91823,99793
25983,25983,108466,111030
25984,25984,140343,96138
25985,25985,83316,118946
25986,25986,105391,93824
25987,25987,87529,86578
25988,25988,100772,105472
25989,25989,106982,101045
25990,25990,111568,91651
25991,25991,126328,97216
25992,25992,99909,87630
25993,25993,90105,105149
25994,25994,92841,106681
25995,25995,101261,87097
25996,25996,93832,88342
25997,25997,106425,100641
25998,25998,97405,102664
25999,25999,91604,89104
26000,26000,106856,113555
26001,26001,101609,111845
26002,26002,94510,110753
26003,26003,125407,87357
26004,26004,107441,96777
26005,26005,116774,111073
26006,26006,122467,91567
26007,26007,93112,92739
26008,26008,102686,110989
26009,26009,110844,101235
26010,26010,95070,121693
26011,26011,89484,107886
26012,26012,84483,95144
26013,26013,79712,88008
26014,26014,129244,95431
26015,26015,98213,99971
26016,26016,113231,97157
26017,26017,118016,111443
26018,26018,78131,91122
26019,26019,108538,87061
26020,26020,117496,118277
26021,26021,85819,113871
26022,26022,91577,114700
26023,26023,115127,111340
26024,26024,90392,122705
26025,26025,89639,114162
26026,26026,130112,93826
26027,26027,118671,100408
26028,26028,96549,100458
26029,26029,111021,92054
26030,26030,104438,109141
26031,26031,108423,119045
26032,26032,92804,117960
26033,26033,83758,97900
26034,26034,95550,99654
26035,26035,113233,98983
26036,26036,98219,100553
26037,26037,76683,100886
26038,26038,109145,114929
26039,26039,99647,130548
26040,26040,104571,107506
26041,26041,119833,96425
26042,26042,99517,115097
26043,26043,103767,86450
26044,26044,113176,101094
26045,26045,108482,97506
26046,26046,112254,98811
26047,26047,95942,105586
26048,26048,82503,75953
26049,26049,136336,128329
26050,26050,92053,116353
26051,26051,104045,113735
26052,26052,107367,87532
26053,26053,125363,99196
26054,26054,108332,108612
26055,26055,87398,104830
26056,26056,125768,94268
26057,26057,107534,96639
26058,26058,87948,113114
26059,26059,111911,81200
26060,26060,130576,93826
26061,26061,96260,132317
26062,26062,106925,97311
26063,26063,115683,107674
26064,26064,98287,99522
26065,26065,112963,79456
26066,26066,105746,114326
26067,26067,101252,130240
26068,26068,109399,99414
26069,26069,101831,111356
26070,26070,97675,122656
26071,26071,76545,118960
26072,26072,100488,105439
26073,26073,111738,124609
26074,26074,113498,104463
26075,26075,100565,118574
26076,26076,101938,108711
26077,26077,90767,104287
26078,26078,92928,108170
26079,26079,90669,122981
26080,26080,112803,110326
26081,26081,96066,117063
26082,26082,94997,109227
26083,26083,130940,91364
26084,26084,126420,108326
26085,26085,138378,103039
26086,26086,105138,125384
26087,26087,118659,109906
26088,26088,88432,110485
26089,26089,85797,94623
26090,26090,104491,99485
26091,26091,87889,134865
26092,26092,100202,113583
26093,26093,126117,103312
26094,26094,112154,95029
26095,26095,94840,87546
26096,26096,89627,128004
26097,26097,108058,112563
26098,26098,94027,112022
26099,26099,83355,107975
26100,26100,105849,126920
26101,26101,113182,98318
26102,26102,83300,127339
26103,26103,102236,104377
26104,26104,119223,103886
26105,26105,100706,110625
26106,26106,106908,133129
26107,26107,102410,115219
26108,26108,89972,105130
26109,26109,109836,115771
26110,26110,109213,112792
26111,26111,121028,118098
26112,26112,97429,113192
26113,26113,111799,103345
26114,26114,109938,109600
26115,26115,89709,108126
26116,26116,93170,106472
26117,26117,107674,96612
26118,26118,97516,107628
26119,26119,102284,99089
26120,26120,107930,95210
26121,26121,104554,91208
26122,26122,102373,121090
26123,26123,116940,101607
26124,26124,132054,89268
26125,26125,123545,101600
26126,26126,88755,114037
26127,26127,102895,112276
26128,26128,128140,102704
26129,26129,113783,111560
26130,26130,82495,117580
26131,26131,105280,97663
26132,26132,111358,114997
26133,26133,111250,113695
26134,26134,95467,100553
26135,26135,112200,116293
26136,26136,111661,120762
26137,26137,104597,119510
26138,26138,109754,101176
26139,26139,102696,80285
26140,26140,92128,100337
26141,26141,93772,76387
26142,26142,88387,142427
26143,26143,93692,99204
26144,26144,99351,94667
26145,26145,97178,99851
26146,26146,109991,112868
26147,26147,106071,115200
26148,26148,111587,118787
26149,26149,124662,99102
26150,26150,98515,114633
26151,26151,100319,93024
26152,26152,107336,91521
26153,26153,110066,82326
26154,26154,107051,103853
26155,26155,101019,123727
26156,26156,110572,99569
26157,26157,94377,86394
26158,26158,116497,101193
26159,26159,93451,119822
26160,26160,117268,103228
26161,26161,112071,107433
26162,26162,115636,111611
26163,26163,92861,96267
26164,26164,104466,101462
26165,26165,111385,85956
26166,26166,101290,101712
26167,26167,111334,118734
26168,26168,112940,111426
26169,26169,96072,93907
26170,26170,104679,115420
26171,26171,122738,107003
26172,26172,101468,119521
26173,26173,101427,119108
26174,26174,94160,117533
26175,26175,88371,95170
26176,26176,95437,91553
26177,26177,113455,105734
26178,26178,100839,107792
26179,26179,102806,111007
26180,26180,104597,102863
26181,26181,96943,109470
26182,26182,121015,91892
26183,26183,102897,92365
26184,26184,92825,127371
26185,26185,112732,97571
26186,26186,117331,94432
26187,26187,127151,127712
26188,26188,111871,95261
26189,26189,115425,98677
26190,26190,98901,82257
26191,26191,85996,114288
26192,26192,98206,118542
26193,26193,96772,106737
26194,26194,91270,86995
26195,26195,116400,94385
26196,26196,101669,93396
26197,26197,108373,106631
26198,26198,109626,113476
26199,26199,129556,111741
26200,26200,104873,87862
26201,26201,100568,94989
26202,26202,95984,108994
26203,26203,103486,110686
26204,26204,111994,103307
26205,26205,85106,112001
26206,26206,120100,99901
26207,26207,93363,120098
26208,26208,108035,98045
26209,26209,111138,107433
26210,26210,116422,100181
26211,26211,95329,106743
26212,26212,109376,116692
26213,26213,96056,116077
26214,26214,111216,95361
26215,26215,111942,114455
26216,26216,96430,135871
26217,26217,109512,113899
26218,26218,113974,109162
26219,26219,102825,95456
26220,26220,94405,115330
26221,26221,102524,89355
26222,26222,122399,96045
26223,26223,85289,106304
26224,26224,109261,109312
26225,26225,82931,98110
26226,26226,110506,107565
26227,26227,106700,103538
26228,26228,108304,125010
26229,26229,99342,100140
26230,26230,117446,120878
26231,26231,113682,99046
26232,26232,115813,121913
26233,26233,93978,114543
26234,26234,129143,110377
26235,26235,89503,100698
26236,26236,117886,120821
26237,26237,103748,99028
26238,26238,108046,111276
26239,26239,125130,111681
26240,26240,96187,104644
26241,26241,117088,95713
26242,26242,121536,106907
26243,26243,111981,120146
26244,26244,102911,101905
26245,26245,108741,118677
26246,26246,103131,114311
26247,26247,92531,91837
26248,26248,110455,130875
26249,26249,116745,92279
26250,26250,118432,124940
26251,26251,109052,85653
26252,26252,112234,105610
26253,26253,118484,81279
26254,26254,119456,113254
26255,26255,118000,102448
26256,26256,110814,111432
26257,26257,102396,99788
26258,26258,69744,120678
26259,26259,111184,88926
26260,26260,96447,105192
26261,26261,99460,103604
26262,26262,105838,116658
26263,26263,100341,89876
26264,26264,89831,86814
26265,26265,111730,124219
26266,26266,103018,100954
26267,26267,126854,93142
26268,26268,117234,117134
26269,26269,104248,103319
26270,26270,110962,119971
26271,26271,103274,97411
26272,26272,111131,114874
26273,26273,93535,99423
26274,26274,137920,124722
26275,26275,99556,114262
26276,26276,137160,91596
26277,26277,109582,115135
26278,26278,84371,109366
26279,26279,107666,100951
26280,26280,96610,103322
26281,26281,100772,107755
26282,26282,109988,114214
26283,26283,140262,118704
26284,26284,107692,99547
26285,26285,102139,102141
26286,26286,101548,98270
26287,26287,99224,122569
26288,26288,100472,120684
26289,26289,113282,99983
26290,26290,119337,110671
26291,26291,113790,102259
26292,26292,103169,99383
26293,26293,88228,105276
26294,26294,80499,112235
26295,26295,113273,106953
26296,26296,84690,100198
26297,26297,91140,107673
26298,26298,96962,118170
26299,26299,99446,110562
26300,26300,88128,99267
26301,26301,102071,93194
26302,26302,104466,103384
26303,26303,118164,99577
26304,26304,120128,112512
26305,26305,101539,106382
26306,26306,101875,100948
26307,26307,102262,98753
26308,26308,107283,110403
26309,26309,105573,115762
26310,26310,96022,95079
26311,26311,93909,114440
26312,26312,119126,111645
26313,26313,93327,83689
26314,26314,95169,113103
26315,26315,122443,116970
26316,26316,123306,85836
26317,26317,112306,97025
26318,26318,88570,105798
26319,26319,117839,97806
26320,26320,143040,95622
26321,26321,119148,85099
26322,26322,106825,91762
26323,26323,99018,118669
26324,26324,115321,121792
26325,26325,155570,118252
26326,26326,119413,103150
26327,26327,101827,107099
26328,26328,119015,99389
26329,26329,116653,92117
26330,26330,95267,137691
26331,26331,96839,102496
26332,26332,103454,108269
26333,26333,119507,125586
26334,26334,116074,132454
26335,26335,107699,89592
26336,26336,105996,106100
26337,26337,119593,132012
26338,26338,102834,91326
26339,26339,94169,120431
26340,26340,90330,112214
26341,26341,89331,106798
26342,26342,117362,100777
26343,26343,112979,117495
26344,26344,127082,102585
26345,26345,103928,92780
26346,26346,110053,106567
26347,26347,86676,100541
26348,26348,98854,95442
26349,26349,94503,96469
26350,26350,116711,118767
26351,26351,101107,125840
26352,26352,133774,103842
26353,26353,109286,85576
26354,26354,82496,87421
26355,26355,115258,103865
26356,26356,127544,98323
26357,26357,122803,134035
26358,26358,143875,109205
26359,26359,93967,106481
26360,26360,90550,80876
26361,26361,94458,110963
26362,26362,132174,106410
26363,26363,120379,100966
26364,26364,114049,88419
26365,26365,92389,97479
26366,26366,93556,106154
26367,26367,112201,88042
26368,26368,97656,115340
26369,26369,132717,119673
26370,26370,120591,89817
26371,26371,131506,119834
26372,26372,116394,134705
26373,26373,121250,122513
26374,26374,121622,100308
26375,26375,91555,109200
26376,26376,94223,103009
26377,26377,105407,102919
26378,26378,92023,100759
26379,26379,127305,97269
26380,26380,103755,94870
26381,26381,107503,116018
26382,26382,81812,90609
26383,26383,79662,104461
26384,26384,101586,97780
26385,26385,128344,126175
26386,26386,102291,92959
26387,26387,109674,90328
26388,26388,110986,111468
26389,26389,95966,128230
26390,26390,101399,90695
26391,26391,124689,97692
26392,26392,123385,95105
26393,26393,114212,87285
26394,26394,107563,108925
26395,26395,111182,100528
26396,26396,127755,91742
26397,26397,106989,117467
26398,26398,96327,100426
26399,26399,105250,137088
26400,26400,110499,128640
26401,26401,102670,111697
26402,26402,108942,93262
26403,26403,99168,103887
26404,26404,98647,100275
26405,26405,92345,95774
26406,26406,106467,101128
26407,26407,104260,116136
26408,26408,93982,108635
26409,26409,123532,108723
26410,26410,105547,119986
26411,26411,125806,110385
26412,26412,131760,100314
26413,26413,103185,107654
26414,26414,119700,106427
26415,26415,91274,109281
26416,26416,118930,104594
26417,26417,89202,113296
26418,26418,118234,106025
26419,26419,84851,86887
26420,26420,114956,101002
26421,26421,101764,88944
26422,26422,106365,91937
26423,26423,95807,96288
26424,26424,109808,116651
26425,26425,97797,103459
26426,26426,113275,94342
26427,26427,85804,111140
26428,26428,99430,132154
26429,26429,111094,106043
26430,26430,83883,96926
26431,26431,120169,90699
26432,26432,90847,155054
26433,26433,109665,93022
26434,26434,110525,98400
26435,26435,132050,88332
26436,26436,111023,100539
26437,26437,89286,99291
26438,26438,113685,91719
26439,26439,115065,95314
26440,26440,94194,93950
26441,26441,99529,102890
26442,26442,104479,103836
26443,26443,110649,110470
26444,26444,114784,90954
26445,26445,116880,103324
26446,26446,106195,106319
26447,26447,88074,113865
26448,26448,112059,95811
26449,26449,95762,125572
26450,26450,104006,117654
26451,26451,100926,106463
26452,26452,115205,94243
26453,26453,102696,101318
26454,26454,96582,134272
26455,26455,81380,109318
26456,26456,102533,107101
26457,26457,98196,107635
26458,26458,102084,115857
26459,26459,103519,99240
26460,26460,94376,115592
26461,26461,127799,123021
26462,26462,104846,107314
26463,26463,92377,107337
26464,26464,121393,93180
26465,26465,128978,127731
26466,26466,81242,97664
26467,26467,106708,117156
26468,26468,125695,106551
26469,26469,106263,126404
26470,26470,93011,91577
26471,26471,95893,106821
26472,26472,82939,109399
26473,26473,108149,97975
26474,26474,129665,99802
26475,26475,110635,110830
26476,26476,107561,106871
26477,26477,92108,102868
26478,26478,93178,123853
26479,26479,100644,108916
26480,26480,116478,114149
26481,26481,95885,111106
26482,26482,109251,116422
26483,26483,111556,110231
26484,26484,118817,120357
26485,26485,107553,108281
26486,26486,136686,118327
26487,26487,105843,102015
26488,26488,111910,94365
26489,26489,103082,98639
26490,26490,97272,86586
26491,26491,101677,88338
26492,26492,119471,103804
26493,26493,113450,131150
26494,26494,111677,97763
26495,26495,110786,135209
26496,26496,99231,107518
26497,26497,112087,115313
26498,26498,103561,108822
26499,26499,107043,118359
26500,26500,100572,107491
26501,26501,92547,114445
26502,26502,111704,106864
26503,26503,87411,100325
26504,26504,119326,98694
26505,26505,105998,107664
26506,26506,128736,123626
26507,26507,92532,118616
26508,26508,108942,114441
26509,26509,104129,101757
26510,26510,120416,110070
26511,26511,100077,91080
26512,26512,102028,101092
26513,26513,99609,90029
26514,26514,97616,102611
26515,26515,123972,101623
26516,26516,105574,102556
26517,26517,111697,115285
26518,26518,90885,102535
26519,26519,103280,102793
26520,26520,96938,102134
26521,26521,88803,110733
26522,26522,102458,75669
26523,26523,90605,110317
26524,26524,92514,100584
26525,26525,109883,96463
26526,26526,97309,129190
26527,26527,100743,73249
26528,26528,90567,106933
26529,26529,111273,108410
26530,26530,89087,110729
26531,26531,109585,108922
26532,26532,95152,97263
26533,26533,103285,79398
26534,26534,122294,119353
26535,26535,95743,98211
26536,26536,101569,124748
26537,26537,122460,73050
26538,26538,130852,108530
26539,26539,100243,111154
26540,26540,114549,101595
26541,26541,112916,87770
26542,26542,103438,103373
26543,26543,97437,98118
26544,26544,100143,112892
26545,26545,105397,104537
26546,26546,125270,90989
26547,26547,106951,96664
26548,26548,115169,102297
26549,26549,95497,103642
26550,26550,107408,116576
26551,26551,95183,89404
26552,26552,102694,111928
26553,26553,107822,104461
26554,26554,92134,95149
26555,26555,93569,101877
26556,26556,112405,112300
26557,26557,108703,83182
26558,26558,104281,122939
26559,26559,94560,109486
26560,26560,87051,118215
26561,26561,96658,99405
26562,26562,127447,130163
26563,26563,111374,92892
26564,26564,106881,101434
26565,26565,92316,128626
26566,26566,97732,119505
26567,26567,99133,96052
26568,26568,103333,94251
26569,26569,94180,105270
26570,26570,104815,106471
26571,26571,109748,80518
26572,26572,106343,90254
26573,26573,101375,93004
26574,26574,78358,133279
26575,26575,117266,113079
26576,26576,105202,112440
26577,26577,79664,126047
26578,26578,85781,100692
26579,26579,100379,109168
26580,26580,88648,123455
26581,26581,137296,113665
26582,26582,98931,104797
26583,26583,95100,114130
26584,26584,106228,123792
26585,26585,121387,87522
26586,26586,130232,100523
26587,26587,107751,106466
26588,26588,100588,94762
26589,26589,99025,87986
26590,26590,103715,96625
26591,26591,117236,112778
26592,26592,111807,116659
26593,26593,83519,106945
26594,26594,108345,111798
26595,26595,113349,110909
26596,26596,114751,105091
26597,26597,108609,128190
26598,26598,130685,104926
26599,26599,100946,98751
26600,26600,92312,131756
26601,26601,108999,110890
26602,26602,91057,126331
26603,26603,91175,111625
26604,26604,101667,92332
26605,26605,128323,111505
26606,26606,87811,124595
26607,26607,96312,128033
26608,26608,114228,103740
26609,26609,117901,128568
26610,26610,106477,104419
26611,26611,96914,99629
26612,26612,105881,117445
26613,26613,81968,115820
26614,26614,93751,101608
26615,26615,117885,107140
26616,26616,111676,98116
26617,26617,102563,101857
26618,26618,97864,96438
26619,26619,123446,109459
26620,26620,110185,109476
26621,26621,102664,104011
26622,26622,100548,103081
26623,26623,115709,101917
26624,26624,111458,97584
26625,26625,100989,102956
26626,26626,103946,115367
26627,26627,95970,104152
26628,26628,94193,115244
26629,26629,94583,105630
26630,26630,104056,96119
26631,26631,101917,95991
26632,26632,95086,113270
26633,26633,90847,110990
26634,26634,115086,107637
26635,26635,105956,95180
26636,26636,121877,110615
26637,26637,88090,91379
26638,26638,118832,119940
26639,26639,100300,114444
26640,26640,95409,114128
26641,26641,101866,112195
26642,26642,98003,116072
26643,26643,111246,98229
26644,26644,107339,97480
26645,26645,116204,98103
26646,26646,114139,95609
26647,26647,102435,110380
26648,26648,89902,91826
26649,26649,112033,100508
26650,26650,111168,125761
26651,26651,114539,88289
26652,26652,94089,105644
26653,26653,93578,117009
26654,26654,95438,122609
26655,26655,108575,120010
26656,26656,181667,111765
26657,26657,120502,110867
26658,26658,107321,104202
26659,26659,127426,99450
26660,26660,109252,109639
26661,26661,106206,87311
26662,26662,121069,90227
26663,26663,115737,103061
26664,26664,129139,98978
26665,26665,111017,109030
26666,26666,93385,116151
26667,26667,109355,106986
26668,26668,109649,97936
26669,26669,106501,101225
26670,26670,131875,106104
26671,26671,106138,119844
26672,26672,88173,88041
26673,26673,109837,91227
26674,26674,96017,112551
26675,26675,120287,116419
26676,26676,106851,114061
26677,26677,112486,98319
26678,26678,108822,98397
26679,26679,103352,111984
26680,26680,110854,100078
26681,26681,108745,104264
26682,26682,134667,120881
26683,26683,121437,92852
26684,26684,91697,107440
26685,26685,87779,76783
26686,26686,103639,122438
26687,26687,109321,105476
26688,26688,85711,119315
26689,26689,118400,102367
26690,26690,126279,104874
26691,26691,91609,111324
26692,26692,94988,107643
26693,26693,114462,136760
26694,26694,97718,81087
26695,26695,120661,120915
26696,26696,98113,103525
26697,26697,106356,93915
26698,26698,97520,105835
26699,26699,109982,125653
26700,26700,86997,104379
26701,26701,101122,99204
26702,26702,109486,92341
26703,26703,87845,85789
26704,26704,123823,120157
26705,26705,85354,91016
26706,26706,110503,107136
26707,26707,92166,131177
26708,26708,111901,109540
26709,26709,128618,98149
26710,26710,109933,113652
26711,26711,111071,126677
26712,26712,115521,109844
26713,26713,127864,105298
26714,26714,107772,114774
26715,26715,108804,91825
26716,26716,113071,86983
26717,26717,114726,123160
26718,26718,108615,104598
26719,26719,89320,101324
26720,26720,105139,88970
26721,26721,89961,111881
26722,26722,106064,126402
26723,26723,124608,99809
26724,26724,118087,103625
26725,26725,136509,91955
26726,26726,86664,115929
26727,26727,113188,91902
26728,26728,113829,104305
26729,26729,108568,93512
26730,26730,92498,114711
26731,26731,107758,98371
26732,26732,111285,109703
26733,26733,93586,116279
26734,26734,109290,103777
26735,26735,105303,95054
26736,26736,100603,100420
26737,26737,122232,133534
26738,26738,95743,122166
26739,26739,90500,98235
26740,26740,94892,93732
26741,26741,90144,106431
26742,26742,120248,84570
26743,26743,120681,104072
26744,26744,84273,114461
26745,26745,95024,121756
26746,26746,119722,105183
26747,26747,118561,107106
26748,26748,111160,86619
26749,26749,110126,108919
26750,26750,92281,116997
26751,26751,81079,106878
26752,26752,125535,100888
26753,26753,122614,97518
26754,26754,128731,119810
26755,26755,150908,86964
26756,26756,100562,103021
26757,26757,123367,94020
26758,26758,98852,113995
26759,26759,111698,89828
26760,26760,101263,95775
26761,26761,118474,96881
26762,26762,123859,103793
26763,26763,94071,99092
26764,26764,87592,120690
26765,26765,121300,132971
26766,26766,90000,119231
26767,26767,125540,107521
26768,26768,92253,125769
26769,26769,128073,123359
26770,26770,87384,108567
26771,26771,119692,94520
26772,26772,109849,110463
26773,26773,114071,114328
26774,26774,96802,109541
26775,26775,95413,113629
26776,26776,111256,97047
26777,26777,87754,108481
26778,26778,115465,109201
26779,26779,101953,113946
26780,26780,100027,89049
26781,26781,117836,106497
26782,26782,99320,120893
26783,26783,111327,117893
26784,26784,90271,123406
26785,26785,93366,78288
26786,26786,103157,109170
26787,26787,92314,87641
26788,26788,88044,115062
26789,26789,115283,96894
26790,26790,95418,88684
26791,26791,109449,122497
26792,26792,99355,121862
26793,26793,102079,108927
26794,26794,80983,120272
26795,26795,82785,87623
26796,26796,102784,109774
26797,26797,107183,106300
26798,26798,96856,108832
26799,26799,111934,99526
26800,26800,108524,98542
26801,26801,98313,140849
26802,26802,102158,127314
26803,26803,121585,95274
26804,26804,107184,105664
26805,26805,124462,99604
26806,26806,96030,117883
26807,26807,103263,108696
26808,26808,116426,99790
26809,26809,104257,107621
26810,26810,101903,99341
26811,26811,136739,81316
26812,26812,105783,112393
26813,26813,112388,137992
