,mid,xp_radiant,xp_dire
31215,31215,89412,83456
31216,31216,83817,86988
31217,31217,95007,80195
31218,31218,86644,71104
31219,31219,79232,81371
31220,31220,84995,69395
31221,31221,84440,81157
31222,31222,80913,84646
31223,31223,72127,70655
31224,31224,82992,83382
31225,31225,81032,75846
31226,31226,84083,75569
31227,31227,84253,81182
31228,31228,87453,81149
31229,31229,75231,72842
31230,31230,88412,83652
31231,31231,82992,75666
31232,31232,85360,66539
31233,31233,78745,82945
31234,31234,78783,82281
31235,31235,69242,77448
31236,31236,73547,68877
31237,31237,78306,83687
31238,31238,76705,66426
31239,31239,65594,77789
31240,31240,80428,77637
31241,31241,79816,72166
31242,31242,71263,64501
31243,31243,88666,89426
31244,31244,81821,76811
31245,31245,70943,83565
31246,31246,76325,82129
31247,31247,83707,80601
31248,31248,72869,75109
31249,31249,76744,78836
31250,31250,83718,85734
31251,31251,78401,86213
31252,31252,90173,78709
31253,31253,81998,78797
31254,31254,73471,77009
31255,31255,87321,88535
31256,31256,90055,69195
31257,31257,80207,60737
31258,31258,78541,72953
31259,31259,61264,76804
31260,31260,73306,81817
31261,31261,75985,71997
31262,31262,75740,75290
31263,31263,73008,96932
31264,31264,86458,85189
31265,31265,78394,67767
31266,31266,74491,73125
31267,31267,70394,75025
31268,31268,73416,74079
31269,31269,80694,70539
31270,31270,72537,80833
31271,31271,80703,75676
31272,31272,83955,72371
31273,31273,72151,72964
31274,31274,77851,72856
31275,31275,83724,87439
31276,31276,67937,77994
31277,31277,77328,78247
31278,31278,66831,74774
31279,31279,71903,70321
31280,31280,65860,74941
31281,31281,76426,79053
31282,31282,81503,86781
31283,31283,104070,83266
31284,31284,70497,81097
31285,31285,79473,90950
31286,31286,75534,80358
31287,31287,78369,86940
31288,31288,78594,79298
31289,31289,84926,78706
31290,31290,91920,73181
31291,31291,80582,78862
31292,31292,73699,86089
31293,31293,73448,83011
31294,31294,75203,69754
31295,31295,67315,86124
31296,31296,70712,77903
31297,31297,75975,81813
31298,31298,73280,75693
31299,31299,84693,73991
31300,31300,82196,81872
31301,31301,74571,77351
31302,31302,75651,72274
31303,31303,80297,70051
31304,31304,64766,83470
31305,31305,84078,76439
31306,31306,66026,86215
31307,31307,66902,74944
31308,31308,71795,82927
31309,31309,88845,96491
31310,31310,79910,74692
31311,31311,83060,94628
31312,31312,69890,94312
31313,31313,84296,80254
31314,31314,77820,85183
31315,31315,78996,77960
31316,31316,77973,78619
31317,31317,71055,84460
31318,31318,77956,74575
31319,31319,78612,74347
31320,31320,66280,93120
31321,31321,75314,81731
31322,31322,78379,78541
31323,31323,72079,62746
31324,31324,74782,68308
31325,31325,90956,81189
31326,31326,72992,79497
31327,31327,83003,74318
31328,31328,80089,85208
31329,31329,75935,86828
31330,31330,71134,75889
31331,31331,70872,85272
31332,31332,82751,73968
31333,31333,83639,76161
31334,31334,80289,68164
31335,31335,71720,82824
31336,31336,80899,79808
31337,31337,70321,73173
31338,31338,71594,95428
31339,31339,84493,74887
31340,31340,76290,89680
31341,31341,88445,73005
31342,31342,91591,80794
31343,31343,92655,85661
31344,31344,74183,73459
31345,31345,91735,77953
31346,31346,99059,66363
31347,31347,72472,76070
31348,31348,68143,71526
31349,31349,70403,74752
31350,31350,69343,73662
31351,31351,90189,75700
31352,31352,66782,81301
31353,31353,84473,86532
31354,31354,77341,74647
31355,31355,78238,78033
31356,31356,69725,81370
31357,31357,87041,74542
31358,31358,72056,77870
31359,31359,75244,67812
31360,31360,81837,90222
31361,31361,83884,80392
31362,31362,76125,70756
31363,31363,69268,80791
31364,31364,77703,90438
31365,31365,75159,67168
31366,31366,87662,71692
31367,31367,80430,69601
31368,31368,79273,81099
31369,31369,71892,73275
31370,31370,71505,82327
31371,31371,68491,82112
31372,31372,79398,84211
31373,31373,79929,77724
31374,31374,78405,70732
31375,31375,74417,76038
31376,31376,79912,80303
31377,31377,85962,72550
31378,31378,76512,74422
31379,31379,90637,82157
31380,31380,94177,78969
31381,31381,89842,65091
31382,31382,80744,75356
31383,31383,86963,83415
31384,31384,67753,64542
31385,31385,77799,83044
31386,31386,80129,80885
31387,31387,75895,72062
31388,31388,78866,90227
31389,31389,80419,76114
31390,31390,83477,79284
31391,31391,72171,78556
31392,31392,69597,73528
31393,31393,84918,77292
31394,31394,84043,63361
31395,31395,77725,79979
31396,31396,76019,76299
31397,31397,87464,65675
31398,31398,69665,81184
31399,31399,83900,76113
31400,31400,67347,75969
31401,31401,70498,83388
31402,31402,71100,73677
31403,31403,82949,80229
31404,31404,72820,87845
31405,31405,74624,73059
31406,31406,79498,84924
31407,31407,86893,71892
31408,31408,85738,80617
31409,31409,81584,70854
31410,31410,70726,84439
31411,31411,68410,89497
31412,31412,81444,77437
31413,31413,81494,75743
31414,31414,80588,77555
31415,31415,80123,85159
31416,31416,85342,90258
31417,31417,73013,70516
31418,31418,84834,84472
31419,31419,73005,82616
31420,31420,70799,80911
31421,31421,86771,80468
31422,31422,85003,85020
31423,31423,76897,79874
31424,31424,75694,85681
31425,31425,81219,75393
31426,31426,63443,85557
31427,31427,94197,78291
31428,31428,74999,86696
31429,31429,78282,83535
31430,31430,64177,71689
31431,31431,73481,82033
31432,31432,90979,67572
31433,31433,74255,73567
31434,31434,79042,68698
31435,31435,90847,76860
31436,31436,79991,77640
31437,31437,85718,79648
31438,31438,99296,64013
31439,31439,73285,86339
31440,31440,82939,67645
31441,31441,75611,85185
31442,31442,82947,72411
31443,31443,78608,67697
31444,31444,80346,77576
31445,31445,69066,85728
31446,31446,76914,78551
31447,31447,63077,82276
31448,31448,75122,70315
31449,31449,88909,64451
31450,31450,74343,85583
31451,31451,73747,62711
31452,31452,89274,81099
31453,31453,74495,84518
31454,31454,89843,72448
31455,31455,73117,81768
31456,31456,84224,65133
31457,31457,79037,75952
31458,31458,85617,66787
31459,31459,83457,74589
31460,31460,83007,67651
31461,31461,69912,79464
31462,31462,75668,73389
31463,31463,81323,60376
31464,31464,74627,73350
31465,31465,93272,70600
31466,31466,91275,85769
31467,31467,82953,79708
31468,31468,86534,68194
31469,31469,65988,66001
31470,31470,86044,80560
31471,31471,75210,79640
31472,31472,76344,74536
31473,31473,79360,80747
31474,31474,72871,78314
31475,31475,75728,70157
31476,31476,77246,75833
31477,31477,73759,78264
31478,31478,78567,85074
31479,31479,76807,76916
31480,31480,84482,83731
31481,31481,81648,72059
31482,31482,82160,78569
31483,31483,81204,69305
31484,31484,80861,72740
31485,31485,88475,76839
31486,31486,67021,87403
31487,31487,76386,84479
31488,31488,74609,73192
31489,31489,81987,78241
31490,31490,78820,80426
31491,31491,64817,75207
31492,31492,76912,84396
31493,31493,73917,67531
31494,31494,82704,69015
31495,31495,63699,83140
31496,31496,71818,76938
31497,31497,73032,80631
31498,31498,78026,88290
31499,31499,79105,71112
31500,31500,67992,79959
31501,31501,81231,91125
31502,31502,74026,81973
31503,31503,88451,72714
31504,31504,67461,70697
31505,31505,74431,79253
31506,31506,68743,78830
31507,31507,77242,86390
31508,31508,67835,78613
31509,31509,72588,79369
31510,31510,73190,64215
31511,31511,74212,76382
31512,31512,104645,80979
31513,31513,83611,85536
31514,31514,84361,74203
31515,31515,78175,81516
31516,31516,85496,87415
31517,31517,70136,80786
31518,31518,62030,87280
31519,31519,69858,76283
31520,31520,76423,69210
31521,31521,74790,85146
31522,31522,76808,88573
31523,31523,77080,78745
31524,31524,73481,91845
31525,31525,78741,65543
31526,31526,85069,81120
31527,31527,84256,74525
31528,31528,75803,74510
31529,31529,79056,74154
31530,31530,74197,85643
31531,31531,74716,85601
31532,31532,85217,87157
31533,31533,78503,94075
31534,31534,85772,83622
31535,31535,83845,79991
31536,31536,56406,76568
31537,31537,72725,67770
31538,31538,72898,86812
31539,31539,71237,66885
31540,31540,81390,79264
31541,31541,71048,71667
31542,31542,75101,75325
31543,31543,73210,87320
31544,31544,81938,85695
31545,31545,78612,80125
31546,31546,65424,71251
31547,31547,89189,83652
31548,31548,70660,77753
31549,31549,81687,82582
31550,31550,76658,84281
31551,31551,73492,73349
31552,31552,74260,85100
31553,31553,75286,80761
31554,31554,64916,87815
31555,31555,82223,90288
31556,31556,68287,84416
31557,31557,84747,77439
31558,31558,73318,67359
31559,31559,80820,72095
31560,31560,73490,71382
31561,31561,80131,80877
31562,31562,78882,74826
31563,31563,78634,87238
31564,31564,70697,73912
31565,31565,65975,84939
31566,31566,66664,88985
31567,31567,57371,87255
31568,31568,77264,73048
31569,31569,86167,75513
31570,31570,86504,76227
31571,31571,69694,83703
31572,31572,70793,78431
31573,31573,73694,80505
31574,31574,69691,86729
31575,31575,74940,74397
31576,31576,86451,79305
31577,31577,82249,78087
31578,31578,66989,78384
31579,31579,83538,73817
31580,31580,71661,78238
31581,31581,74956,74907
31582,31582,73497,83648
31583,31583,89390,72029
31584,31584,78688,79431
31585,31585,77476,84306
31586,31586,64888,81115
31587,31587,66041,83310
31588,31588,87309,73373
31589,31589,84427,92270
31590,31590,79888,86621
31591,31591,85950,68426
31592,31592,73432,80296
31593,31593,77437,74943
31594,31594,73964,87945
31595,31595,76038,62421
31596,31596,75068,71933
31597,31597,74875,83212
31598,31598,84880,72554
31599,31599,104381,53522
31600,31600,76900,78463
31601,31601,77164,76852
31602,31602,69583,77980
31603,31603,80148,78826
31604,31604,86704,55666
31605,31605,80745,77817
31606,31606,69843,76776
31607,31607,76664,82954
31608,31608,85805,80294
31609,31609,79734,75796
31610,31610,70939,67734
31611,31611,79926,76455
31612,31612,73896,79172
31613,31613,81805,67514
31614,31614,89203,75857
31615,31615,76202,70805
31616,31616,76344,75293
31617,31617,66442,87985
31618,31618,78430,64342
31619,31619,72300,70116
31620,31620,82662,76073
31621,31621,82077,68195
31622,31622,79674,70254
31623,31623,73083,77039
31624,31624,84045,81028
31625,31625,72902,72969
31626,31626,70688,63625
31627,31627,82824,74145
31628,31628,65044,91544
31629,31629,80185,79167
31630,31630,67832,80762
31631,31631,82127,97262
31632,31632,82598,72050
31633,31633,89007,84728
31634,31634,72177,77372
31635,31635,76906,80337
31636,31636,84750,77585
31637,31637,86553,73676
31638,31638,77364,83196
31639,31639,65133,84171
31640,31640,78548,78268
31641,31641,63374,83632
31642,31642,77829,76187
31643,31643,77457,88927
31644,31644,79543,71572
31645,31645,76874,85340
31646,31646,79230,68217
31647,31647,89808,74580
31648,31648,68939,87446
31649,31649,73731,86764
31650,31650,72186,78229
31651,31651,73223,79511
31652,31652,74239,74201
31653,31653,81373,70378
31654,31654,80793,76203
31655,31655,76697,80944
31656,31656,79472,81994
31657,31657,92749,88461
31658,31658,75468,79124
31659,31659,90531,77824
31660,31660,76653,72997
31661,31661,69178,77408
31662,31662,86758,74603
31663,31663,70648,74176
31664,31664,87937,85208
31665,31665,76475,70169
31666,31666,77502,77305
31667,31667,78429,95549
31668,31668,77660,73187
31669,31669,86795,68734
31670,31670,70673,72823
31671,31671,85991,69639
31672,31672,81088,76539
31673,31673,72664,75647
31674,31674,72345,76772
31675,31675,73515,78450
31676,31676,70989,91515
31677,31677,76575,77804
31678,31678,70578,70602
31679,31679,88501,82667
31680,31680,70366,76528
31681,31681,74380,99556
31682,31682,81739,69469
31683,31683,85540,80877
31684,31684,76692,89717
31685,31685,73722,78381
31686,31686,79648,80077
31687,31687,77629,88657
31688,31688,79127,77686
31689,31689,79013,73188
31690,31690,83233,70729
31691,31691,81292,82330
31692,31692,91790,77258
31693,31693,85931,47023
31694,31694,80413,74183
31695,31695,83427,74399
31696,31696,63131,73636
31697,31697,71170,68114
31698,31698,94644,73376
31699,31699,80266,62441
31700,31700,72748,74608
31701,31701,59781,69407
31702,31702,80324,78531
31703,31703,76623,88841
31704,31704,77483,83382
31705,31705,80123,81014
31706,31706,65019,88180
31707,31707,73888,78458
31708,31708,86397,76189
31709,31709,88139,67046
31710,31710,80008,64531
31711,31711,73266,79545
31712,31712,81440,84345
31713,31713,76893,81305
31714,31714,78828,73368
31715,31715,78227,88370
31716,31716,78530,71615
31717,31717,71707,84953
31718,31718,74169,72010
31719,31719,85028,69008
31720,31720,73723,66218
31721,31721,71235,78964
31722,31722,90919,86472
31723,31723,76799,76828
31724,31724,80396,77491
31725,31725,96189,93613
31726,31726,84703,87741
31727,31727,74846,88853
31728,31728,77529,86094
31729,31729,76514,65686
31730,31730,69109,77194
31731,31731,80427,60038
31732,31732,85244,74592
31733,31733,87363,87462
31734,31734,77473,77909
31735,31735,74278,69433
31736,31736,75597,78769
31737,31737,75411,89796
31738,31738,87515,57247
31739,31739,77038,87030
31740,31740,88761,70962
31741,31741,90269,71805
31742,31742,83655,99088
31743,31743,84961,77008
31744,31744,71998,89180
31745,31745,83408,85416
31746,31746,87070,85917
31747,31747,66800,93582
31748,31748,89427,83798
31749,31749,66640,83432
31750,31750,83236,75324
31751,31751,74700,78636
31752,31752,77150,84989
31753,31753,78560,75048
31754,31754,73733,88402
31755,31755,80110,75719
31756,31756,70143,83371
31757,31757,73214,66529
31758,31758,74961,65598
31759,31759,81039,75624
31760,31760,90693,85797
31761,31761,89085,70676
31762,31762,72251,82858
31763,31763,85039,83894
31764,31764,93140,73012
31765,31765,84424,87398
31766,31766,77802,80182
31767,31767,88717,80870
31768,31768,81481,85548
31769,31769,82632,70296
31770,31770,73056,81288
31771,31771,78552,72972
31772,31772,73525,73829
31773,31773,76239,83604
31774,31774,76391,80196
31775,31775,71201,91597
31776,31776,74379,81334
31777,31777,78986,78771
31778,31778,88509,70810
31779,31779,85689,75911
31780,31780,74913,77075
31781,31781,89823,70664
31782,31782,72420,83734
31783,31783,72964,77827
31784,31784,69839,86603
31785,31785,71107,93954
31786,31786,67919,76826
31787,31787,81673,79001
31788,31788,77310,78160
31789,31789,81471,76151
31790,31790,89585,64069
31791,31791,72524,68589
31792,31792,76639,86016
31793,31793,88829,79739
31794,31794,82298,87047
31795,31795,69260,76880
31796,31796,68320,100209
31797,31797,72873,86585
31798,31798,78383,76112
31799,31799,76718,85328
31800,31800,76768,91936
31801,31801,80971,75499
31802,31802,87172,80467
31803,31803,88319,77113
31804,31804,81405,82382
31805,31805,76018,73194
31806,31806,87544,67664
31807,31807,88560,93227
31808,31808,75197,82258
31809,31809,94326,89391
31810,31810,76044,84310
31811,31811,81534,76391
31812,31812,90700,90098
31813,31813,83244,68235
31814,31814,80200,74761
31815,31815,93803,75873
31816,31816,106666,79856
31817,31817,74910,64604
31818,31818,83781,74657
31819,31819,72129,74663
31820,31820,85039,82505
31821,31821,89171,79992
31822,31822,95491,88477
31823,31823,67168,80729
31824,31824,73292,76646
31825,31825,82576,82506
31826,31826,72559,72977
31827,31827,90060,72737
31828,31828,71216,81937
31829,31829,78539,73375
31830,31830,68919,76679
31831,31831,84975,71703
31832,31832,76550,66181
31833,31833,86509,76425
31834,31834,85210,74111
31835,31835,79537,72128
31836,31836,82036,75072
31837,31837,70694,64727
31838,31838,87356,85720
31839,31839,71290,78329
31840,31840,101425,54203
31841,31841,76591,91453
31842,31842,92331,84585
31843,31843,77314,67668
31844,31844,83373,76320
31845,31845,74997,74207
31846,31846,68234,77856
31847,31847,81756,79022
31848,31848,82171,74946
31849,31849,69795,74629
31850,31850,78729,72828
31851,31851,91167,72854
31852,31852,65950,83045
31853,31853,83535,67177
31854,31854,74045,86908
31855,31855,88524,97850
31856,31856,71844,77198
31857,31857,74468,73091
31858,31858,82565,78322
31859,31859,77199,75696
31860,31860,89979,79029
31861,31861,72436,67795
31862,31862,81286,66146
31863,31863,61784,76937
31864,31864,78212,81488
31865,31865,78194,104758
31866,31866,75643,71286
31867,31867,73085,75201
31868,31868,70210,78467
31869,31869,92322,69176
31870,31870,83312,76018
31871,31871,79681,65926
31872,31872,75276,68681
31873,31873,75219,79030
31874,31874,80691,91760
31875,31875,83514,64776
31876,31876,65593,86196
31877,31877,79193,80833
31878,31878,77462,78732
31879,31879,83810,80208
31880,31880,83823,97109
31881,31881,83605,63215
31882,31882,73656,75343
31883,31883,76106,75136
31884,31884,89639,69602
31885,31885,69683,78215
31886,31886,81508,79458
31887,31887,79054,82531
31888,31888,70161,83026
31889,31889,71035,74906
31890,31890,80823,87369
31891,31891,73972,85561
31892,31892,75422,74013
31893,31893,79502,84777
31894,31894,78220,66913
31895,31895,75516,87184
31896,31896,78644,86297
31897,31897,78776,79516
31898,31898,79160,76389
31899,31899,70184,78268
31900,31900,71709,84876
31901,31901,74769,69640
31902,31902,71660,69334
31903,31903,83234,87574
31904,31904,71069,79318
31905,31905,94377,83852
31906,31906,61232,72616
31907,31907,78366,85897
31908,31908,80821,68213
31909,31909,81335,89962
31910,31910,77077,83146
31911,31911,80207,89762
31912,31912,83529,75680
31913,31913,87171,72485
31914,31914,82978,85567
31915,31915,73116,80884
31916,31916,87614,69017
31917,31917,73288,69493
31918,31918,75548,94120
31919,31919,60396,70107
31920,31920,91416,78129
31921,31921,70207,80375
31922,31922,71693,71946
31923,31923,64868,79950
31924,31924,87533,83738
31925,31925,68542,75336
31926,31926,59660,80567
31927,31927,88973,73997
31928,31928,74376,82660
31929,31929,90039,73148
31930,31930,83133,97617
31931,31931,78557,71527
31932,31932,81542,73039
31933,31933,70519,72096
31934,31934,80397,85558
31935,31935,74853,82589
31936,31936,75778,89768
31937,31937,81541,72013
31938,31938,72464,78281
31939,31939,77897,80297
31940,31940,83951,88420
31941,31941,90549,71555
31942,31942,79717,90245
31943,31943,78727,76381
31944,31944,77792,78412
31945,31945,77958,73880
31946,31946,80200,79120
31947,31947,66028,76033
31948,31948,75262,81723
31949,31949,76883,84426
31950,31950,68575,76617
31951,31951,81448,83119
31952,31952,79584,71177
31953,31953,79992,80100
31954,31954,84570,83047
31955,31955,74167,80943
31956,31956,94007,75903
31957,31957,78305,77079
31958,31958,91479,70667
31959,31959,65225,68304
31960,31960,70107,86511
31961,31961,79837,67467
31962,31962,87117,80581
31963,31963,86946,80782
31964,31964,87655,83625
31965,31965,78169,63797
31966,31966,79323,88745
31967,31967,74532,88711
31968,31968,73019,81382
31969,31969,78136,79752
31970,31970,73804,69433
31971,31971,77560,74381
31972,31972,84229,84609
31973,31973,73677,79597
31974,31974,73462,79721
31975,31975,81957,69451
31976,31976,84775,80409
31977,31977,78598,81356
31978,31978,85285,80776
31979,31979,87600,75124
31980,31980,82741,74040
31981,31981,72930,73457
31982,31982,80423,70257
31983,31983,74028,88155
31984,31984,79260,67626
31985,31985,80608,69836
31986,31986,78158,78122
31987,31987,87962,52780
31988,31988,66097,81958
31989,31989,83909,86189
31990,31990,72435,82064
31991,31991,78568,89300
31992,31992,97770,77482
31993,31993,82266,86071
31994,31994,75020,95758
31995,31995,77215,83290
31996,31996,75681,76817
31997,31997,67872,76310
31998,31998,76591,74037
31999,31999,79408,86266
32000,32000,78354,78314
32001,32001,81659,77894
32002,32002,73612,77750
32003,32003,85528,83022
32004,32004,67824,82665
32005,32005,77687,100203
32006,32006,72676,76652
32007,32007,89847,74150
32008,32008,71929,78657
32009,32009,96071,85750
32010,32010,66522,79232
32011,32011,82599,78424
32012,32012,77742,85756
32013,32013,76281,76547
32014,32014,71063,82355
32015,32015,66376,77909
32016,32016,68757,85817
32017,32017,69899,72923
32018,32018,80871,99681
32019,32019,74497,71131
32020,32020,72479,80838
32021,32021,78233,73211
32022,32022,87599,80950
32023,32023,83014,81598
32024,32024,71876,71165
32025,32025,75367,79195
32026,32026,86660,78189
32027,32027,74185,80039
32028,32028,78106,74126
32029,32029,88898,69770
32030,32030,83501,77050
32031,32031,92777,78388
32032,32032,75079,66212
32033,32033,81993,73871
32034,32034,85086,76900
32035,32035,88055,71818
32036,32036,65909,88657
32037,32037,82037,64298
32038,32038,79516,88845
32039,32039,85493,89216
32040,32040,92594,88727
32041,32041,65718,84059
32042,32042,79642,73927
32043,32043,78587,89267
32044,32044,67310,65086
32045,32045,88438,87733
32046,32046,84576,75984
32047,32047,84931,87679
32048,32048,82060,73175
32049,32049,88065,94940
32050,32050,72399,72185
32051,32051,62339,80090
32052,32052,78458,72147
32053,32053,76335,71951
32054,32054,75160,70862
32055,32055,77266,71885
32056,32056,71259,81653
32057,32057,75427,90919
32058,32058,79578,74928
32059,32059,78448,83838
32060,32060,76214,94505
32061,32061,87443,90468
32062,32062,70663,72491
32063,32063,86283,84213
32064,32064,85949,71870
32065,32065,84370,64220
32066,32066,82464,72262
32067,32067,70371,79876
32068,32068,81115,69065
32069,32069,80538,75269
32070,32070,75821,78841
32071,32071,75872,71229
32072,32072,79179,73410
32073,32073,101437,74026
32074,32074,77879,80274
32075,32075,79961,64871
32076,32076,90271,80417
32077,32077,84072,68746
32078,32078,82415,67661
32079,32079,84316,76561
32080,32080,84819,99405
32081,32081,88991,89098
32082,32082,72491,66748
32083,32083,67323,77774
32084,32084,77818,72068
32085,32085,77881,76369
32086,32086,78365,68463
32087,32087,76609,84034
32088,32088,76302,86746
32089,32089,74116,79311
32090,32090,83458,73758
32091,32091,76441,90030
32092,32092,76862,77935
32093,32093,80474,73566
32094,32094,89965,82413
32095,32095,72592,76554
32096,32096,89347,76892
32097,32097,80400,81889
32098,32098,77110,86474
32099,32099,69427,71194
32100,32100,82035,81980
32101,32101,75472,79277
32102,32102,72232,72592
32103,32103,65010,83287
32104,32104,70130,87457
32105,32105,82837,85598
32106,32106,83096,73151
32107,32107,86470,86604
32108,32108,86450,73811
32109,32109,86298,62922
32110,32110,64033,83737
32111,32111,70896,88359
32112,32112,72174,77144
32113,32113,92803,60199
32114,32114,73973,92127
32115,32115,78594,70898
32116,32116,68052,82689
32117,32117,71496,73155
32118,32118,62935,80567
32119,32119,68573,85557
32120,32120,77655,79808
32121,32121,73769,83426
32122,32122,73701,80724
32123,32123,69197,69761
32124,32124,77760,78496
32125,32125,83748,83439
32126,32126,71828,80181
32127,32127,73506,83915
32128,32128,70964,77435
32129,32129,85137,93589
32130,32130,76974,76622
32131,32131,84939,84161
32132,32132,88668,78285
32133,32133,84591,77252
32134,32134,72830,82689
32135,32135,77279,76635
32136,32136,78321,83364
32137,32137,81984,71833
32138,32138,75825,77054
32139,32139,94150,68851
32140,32140,87282,82479
32141,32141,84035,78314
32142,32142,78987,89653
32143,32143,74237,74054
32144,32144,88576,85731
32145,32145,75824,87164
32146,32146,68198,72722
32147,32147,75667,93163
32148,32148,76415,107369
32149,32149,80583,80530
32150,32150,86547,81291
32151,32151,95899,86666
32152,32152,80163,93937
32153,32153,84909,71201
32154,32154,74111,75644
32155,32155,71697,83131
32156,32156,81892,84400
32157,32157,78693,70898
32158,32158,77760,80499
32159,32159,68122,81453
32160,32160,66674,69606
32161,32161,74537,68827
32162,32162,68966,77449
32163,32163,81575,81254
32164,32164,88684,82655
32165,32165,71110,76810
32166,32166,76854,91243
32167,32167,89392,70559
32168,32168,79631,85401
32169,32169,89069,71018
32170,32170,71935,79962
32171,32171,80414,78811
32172,32172,91008,89103
32173,32173,81812,85324
32174,32174,82932,83067
32175,32175,75379,80670
32176,32176,68306,80323
32177,32177,84567,75631
32178,32178,89547,83110
32179,32179,70479,74189
32180,32180,85614,75347
32181,32181,75413,69617
32182,32182,75272,77072
32183,32183,79032,81523
32184,32184,91364,79179
32185,32185,71906,64828
32186,32186,71703,77630
32187,32187,65477,91002
32188,32188,76802,69240
32189,32189,85662,69885
32190,32190,97144,85841
32191,32191,70667,80016
32192,32192,65697,83632
32193,32193,76949,76726
32194,32194,85620,98654
32195,32195,73126,85322
32196,32196,67721,86303
32197,32197,77181,80301
32198,32198,74379,97790
32199,32199,78786,73104
32200,32200,72054,80371
32201,32201,71741,91377
32202,32202,78480,74160
32203,32203,78304,75123
32204,32204,67207,93639
32205,32205,77501,79461
32206,32206,75482,81353
32207,32207,76675,82329
32208,32208,84172,72699
32209,32209,68305,87986
32210,32210,75778,72656
32211,32211,80013,60951
32212,32212,84274,69872
32213,32213,81033,83491
32214,32214,72168,75849
32215,32215,78820,86181
32216,32216,92222,75645
32217,32217,82457,79456
32218,32218,87735,87588
32219,32219,83876,70978
32220,32220,77741,81580
32221,32221,92624,66389
32222,32222,79503,71246
32223,32223,86865,82289
32224,32224,73108,82102
32225,32225,74423,80069
32226,32226,64802,84919
32227,32227,85442,70010
32228,32228,71447,82830
32229,32229,69779,80977
32230,32230,78163,66560
32231,32231,75220,70648
32232,32232,68178,67471
32233,32233,72487,80852
32234,32234,90050,83614
32235,32235,76588,93115
32236,32236,87670,68065
32237,32237,76674,77768
32238,32238,81131,79114
32239,32239,79086,72989
32240,32240,68293,83745
32241,32241,80000,88283
32242,32242,75774,87564
32243,32243,74836,78554
32244,32244,64603,113761
32245,32245,67024,72698
32246,32246,89502,81854
32247,32247,100413,96952
32248,32248,81031,78612
32249,32249,82657,86673
32250,32250,83752,75719
32251,32251,82740,79608
32252,32252,67468,71740
32253,32253,82072,73583
32254,32254,80045,73498
32255,32255,83040,78742
32256,32256,75159,83239
32257,32257,64302,76081
32258,32258,69102,78006
32259,32259,59786,81065
32260,32260,68040,90534
32261,32261,80518,75170
32262,32262,80924,76056
32263,32263,85241,74178
32264,32264,73641,86927
32265,32265,72245,84461
32266,32266,84944,75274
32267,32267,77186,81207
32268,32268,73983,75524
32269,32269,90821,81980
32270,32270,77386,78813
32271,32271,88969,81630
32272,32272,77098,80525
32273,32273,75154,77574
32274,32274,66323,84521
32275,32275,90472,73509
32276,32276,89476,75913
32277,32277,68344,78341
32278,32278,71296,78072
32279,32279,79126,76214
32280,32280,83553,72434
32281,32281,68765,90108
32282,32282,91771,71624
32283,32283,76387,81051
32284,32284,85343,74633
32285,32285,86517,69221
32286,32286,76010,72496
32287,32287,66855,82933
32288,32288,79224,89509
32289,32289,72476,78653
32290,32290,71997,93775
32291,32291,78724,74464
32292,32292,84116,87384
32293,32293,90334,86729
32294,32294,73884,80117
32295,32295,80520,85561
32296,32296,77825,88043
32297,32297,77606,80025
32298,32298,84061,78742
32299,32299,92436,64856
32300,32300,72231,77883
32301,32301,81538,74824
32302,32302,72465,100418
32303,32303,75616,74087
32304,32304,66757,74118
32305,32305,88125,96289
32306,32306,70827,80303
32307,32307,81027,71909
32308,32308,63267,73306
32309,32309,82290,64160
32310,32310,80503,74167
32311,32311,83747,61265
32312,32312,76484,72118
32313,32313,79109,78050
32314,32314,66722,84406
32315,32315,79973,67278
32316,32316,80990,65400
32317,32317,70072,76848
32318,32318,57767,65709
32319,32319,79011,69464
32320,32320,78557,83788
32321,32321,82696,77049
32322,32322,75366,92047
32323,32323,82223,80014
32324,32324,87722,74773
32325,32325,77737,76633
32326,32326,82912,74514
32327,32327,87676,86755
32328,32328,76967,87593
32329,32329,75686,57787
32330,32330,91845,90800
32331,32331,73379,78866
32332,32332,88289,78512
32333,32333,76492,72287
32334,32334,84891,72719
32335,32335,81344,75262
32336,32336,74202,73341
32337,32337,73089,85794
32338,32338,81299,70441
32339,32339,79233,77614
32340,32340,75109,79931
32341,32341,74082,86882
32342,32342,66966,84214
32343,32343,79255,79719
32344,32344,72640,80710
32345,32345,78195,73351
32346,32346,78966,76978
32347,32347,89782,84461
32348,32348,81913,75225
32349,32349,81458,67313
32350,32350,80504,72154
32351,32351,81979,80120
32352,32352,86061,81876
32353,32353,58836,91579
32354,32354,77734,73303
32355,32355,83951,74967
32356,32356,79084,68008
32357,32357,87504,73663
32358,32358,74595,74022
32359,32359,89869,88606
32360,32360,76760,76591
32361,32361,67335,79965
32362,32362,68242,68155
32363,32363,78176,84141
32364,32364,79960,83226
32365,32365,94220,78647
32366,32366,78407,85981
32367,32367,81180,74207
32368,32368,83957,83216
32369,32369,70849,83467
32370,32370,67273,80389
32371,32371,78552,74593
32372,32372,71897,80938
32373,32373,73659,85473
32374,32374,82257,86418
32375,32375,78538,90241
32376,32376,77405,74244
32377,32377,69346,82415
32378,32378,87328,78328
32379,32379,73978,78880
