,mid,lh_radiant,lh_dire
31197,31197,703,593
31198,31198,532,651
31199,31199,818,635
31200,31200,793,1046
31201,31201,658,799
31202,31202,713,901
31203,31203,835,530
31204,31204,1012,812
31205,31205,734,519
31206,31206,792,762
31207,31207,553,507
31208,31208,629,743
31209,31209,813,678
31210,31210,713,842
31211,31211,702,817
31212,31212,689,473
31213,31213,1101,511
31214,31214,680,680
31215,31215,849,849
31216,31216,949,706
31217,31217,971,740
31218,31218,826,458
31219,31219,839,795
31220,31220,703,548
31221,31221,828,811
31222,31222,730,714
31223,31223,654,634
31224,31224,917,800
31225,31225,598,714
31226,31226,756,576
31227,31227,487,788
31228,31228,850,720
31229,31229,778,702
31230,31230,873,628
31231,31231,750,509
31232,31232,756,332
31233,31233,604,790
31234,31234,661,658
31235,31235,406,491
31236,31236,651,589
31237,31237,678,661
31238,31238,530,412
31239,31239,496,779
31240,31240,686,733
31241,31241,648,408
31242,31242,769,653
31243,31243,837,690
31244,31244,805,913
31245,31245,530,619
31246,31246,521,604
31247,31247,505,756
31248,31248,649,637
31249,31249,349,575
31250,31250,830,847
31251,31251,653,823
31252,31252,997,911
31253,31253,777,691
31254,31254,661,683
31255,31255,952,744
31256,31256,918,634
31257,31257,866,559
31258,31258,862,704
31259,31259,439,817
31260,31260,744,946
31261,31261,493,604
31262,31262,720,564
31263,31263,626,861
31264,31264,897,831
31265,31265,612,569
31266,31266,744,538
31267,31267,558,724
31268,31268,420,583
31269,31269,711,519
31270,31270,832,898
31271,31271,932,789
31272,31272,888,722
31273,31273,476,537
31274,31274,658,574
31275,31275,732,826
31276,31276,596,695
31277,31277,801,819
31278,31278,681,649
31279,31279,597,622
31280,31280,467,649
31281,31281,560,635
31282,31282,963,794
31283,31283,860,813
31284,31284,728,794
31285,31285,626,898
31286,31286,466,740
31287,31287,730,808
31288,31288,788,561
31289,31289,1052,682
31290,31290,1011,777
31291,31291,705,710
31292,31292,701,1029
31293,31293,466,866
31294,31294,699,633
31295,31295,645,605
31296,31296,603,628
31297,31297,580,735
31298,31298,566,618
31299,31299,698,604
31300,31300,679,739
31301,31301,630,716
31302,31302,811,585
31303,31303,678,507
31304,31304,633,957
31305,31305,849,858
31306,31306,513,944
31307,31307,675,708
31308,31308,485,592
31309,31309,643,959
31310,31310,857,512
31311,31311,809,1026
31312,31312,615,1114
31313,31313,747,793
31314,31314,649,990
31315,31315,596,651
31316,31316,798,632
31317,31317,584,1028
31318,31318,877,601
31319,31319,675,526
31320,31320,552,920
31321,31321,649,726
31322,31322,621,767
31323,31323,853,599
31324,31324,699,465
31325,31325,728,439
31326,31326,788,701
31327,31327,769,500
31328,31328,691,862
31329,31329,930,891
31330,31330,555,594
31331,31331,757,881
31332,31332,693,673
31333,31333,847,680
31334,31334,860,660
31335,31335,702,598
31336,31336,743,569
31337,31337,704,594
31338,31338,806,1155
31339,31339,669,694
31340,31340,777,900
31341,31341,838,740
31342,31342,929,910
31343,31343,889,923
31344,31344,689,509
31345,31345,967,772
31346,31346,925,594
31347,31347,653,744
31348,31348,678,646
31349,31349,582,607
31350,31350,712,589
31351,31351,825,561
31352,31352,325,629
31353,31353,781,819
31354,31354,613,628
31355,31355,831,657
31356,31356,694,1125
31357,31357,836,686
31358,31358,560,621
31359,31359,750,567
31360,31360,951,819
31361,31361,580,616
31362,31362,752,411
31363,31363,757,701
31364,31364,582,1006
31365,31365,801,548
31366,31366,964,630
31367,31367,717,633
31368,31368,768,808
31369,31369,728,823
31370,31370,594,670
31371,31371,605,562
31372,31372,746,687
31373,31373,581,659
31374,31374,1041,625
31375,31375,862,747
31376,31376,732,791
31377,31377,1053,647
31378,31378,850,772
31379,31379,685,730
31380,31380,1147,858
31381,31381,671,564
31382,31382,750,583
31383,31383,877,594
31384,31384,554,609
31385,31385,545,620
31386,31386,874,686
31387,31387,698,671
31388,31388,634,951
31389,31389,797,732
31390,31390,732,637
31391,31391,554,712
31392,31392,657,926
31393,31393,873,736
31394,31394,869,566
31395,31395,862,812
31396,31396,854,678
31397,31397,747,683
31398,31398,562,753
31399,31399,816,521
31400,31400,675,783
31401,31401,513,649
31402,31402,691,724
31403,31403,783,895
31404,31404,587,854
31405,31405,419,522
31406,31406,760,850
31407,31407,722,782
31408,31408,716,748
31409,31409,736,600
31410,31410,604,617
31411,31411,656,735
31412,31412,835,738
31413,31413,768,662
31414,31414,496,641
31415,31415,693,899
31416,31416,865,905
31417,31417,715,559
31418,31418,607,657
31419,31419,459,548
31420,31420,555,601
31421,31421,718,653
31422,31422,897,658
31423,31423,664,734
31424,31424,726,816
31425,31425,763,680
31426,31426,467,871
31427,31427,785,707
31428,31428,463,822
31429,31429,731,801
31430,31430,777,712
31431,31431,683,832
31432,31432,447,716
31433,31433,606,755
31434,31434,685,536
31435,31435,916,561
31436,31436,723,772
31437,31437,710,644
31438,31438,801,439
31439,31439,779,686
31440,31440,789,552
31441,31441,618,916
31442,31442,826,651
31443,31443,788,676
31444,31444,772,831
31445,31445,599,758
31446,31446,890,831
31447,31447,679,879
31448,31448,600,659
31449,31449,959,587
31450,31450,516,809
31451,31451,513,394
31452,31452,874,783
31453,31453,765,814
31454,31454,752,729
31455,31455,564,883
31456,31456,761,477
31457,31457,747,721
31458,31458,899,582
31459,31459,666,574
31460,31460,820,491
31461,31461,727,680
31462,31462,692,715
31463,31463,837,590
31464,31464,556,656
31465,31465,1021,552
31466,31466,860,687
31467,31467,604,661
31468,31468,756,406
31469,31469,661,644
31470,31470,747,608
31471,31471,696,793
31472,31472,634,637
31473,31473,834,631
31474,31474,575,596
31475,31475,528,850
31476,31476,621,642
31477,31477,622,670
31478,31478,573,678
31479,31479,780,689
31480,31480,880,589
31481,31481,807,721
31482,31482,860,868
31483,31483,787,489
31484,31484,694,604
31485,31485,799,439
31486,31486,513,819
31487,31487,645,650
31488,31488,707,688
31489,31489,775,836
31490,31490,758,821
31491,31491,564,743
31492,31492,763,926
31493,31493,722,623
31494,31494,780,675
31495,31495,701,912
31496,31496,587,819
31497,31497,719,482
31498,31498,676,846
31499,31499,790,745
31500,31500,651,780
31501,31501,593,674
31502,31502,727,509
31503,31503,918,530
31504,31504,710,545
31505,31505,737,768
31506,31506,769,803
31507,31507,655,787
31508,31508,422,711
31509,31509,896,716
31510,31510,687,656
31511,31511,838,895
31512,31512,641,583
31513,31513,649,1044
31514,31514,1030,621
31515,31515,610,789
31516,31516,909,846
31517,31517,596,721
31518,31518,554,841
31519,31519,542,643
31520,31520,792,602
31521,31521,599,717
31522,31522,690,750
31523,31523,880,940
31524,31524,535,716
31525,31525,572,451
31526,31526,734,688
31527,31527,696,924
31528,31528,629,405
31529,31529,788,601
31530,31530,687,646
31531,31531,681,602
31532,31532,811,805
31533,31533,542,771
31534,31534,668,645
31535,31535,834,779
31536,31536,510,836
31537,31537,693,676
31538,31538,599,933
31539,31539,482,533
31540,31540,845,907
31541,31541,717,642
31542,31542,771,665
31543,31543,651,796
31544,31544,630,531
31545,31545,630,537
31546,31546,549,494
31547,31547,828,893
31548,31548,419,823
31549,31549,872,1027
31550,31550,829,630
31551,31551,765,638
31552,31552,888,734
31553,31553,558,738
31554,31554,533,699
31555,31555,728,769
31556,31556,477,813
31557,31557,565,579
31558,31558,576,413
31559,31559,928,770
31560,31560,730,617
31561,31561,793,586
31562,31562,639,458
31563,31563,578,906
31564,31564,668,613
31565,31565,742,896
31566,31566,637,880
31567,31567,554,736
31568,31568,704,412
31569,31569,862,837
31570,31570,838,734
31571,31571,679,898
31572,31572,663,700
31573,31573,579,784
31574,31574,688,638
31575,31575,613,617
31576,31576,848,753
31577,31577,849,772
31578,31578,638,760
31579,31579,675,558
31580,31580,365,876
31581,31581,461,591
31582,31582,547,661
31583,31583,907,678
31584,31584,752,665
31585,31585,671,832
31586,31586,476,764
31587,31587,510,582
31588,31588,769,805
31589,31589,891,926
31590,31590,706,857
31591,31591,682,540
31592,31592,667,557
31593,31593,841,781
31594,31594,716,901
31595,31595,694,600
31596,31596,644,640
31597,31597,599,761
31598,31598,794,478
31599,31599,962,460
31600,31600,642,799
31601,31601,611,814
31602,31602,684,846
31603,31603,719,607
31604,31604,1013,401
31605,31605,547,597
31606,31606,388,545
31607,31607,821,490
31608,31608,840,622
31609,31609,639,769
31610,31610,732,469
31611,31611,530,692
31612,31612,645,735
31613,31613,680,487
31614,31614,490,602
31615,31615,557,599
31616,31616,691,690
31617,31617,611,965
31618,31618,778,497
31619,31619,439,405
31620,31620,842,703
31621,31621,819,553
31622,31622,721,744
31623,31623,644,669
31624,31624,901,770
31625,31625,638,579
31626,31626,715,571
31627,31627,763,596
31628,31628,611,826
31629,31629,759,805
31630,31630,599,695
31631,31631,706,811
31632,31632,612,518
31633,31633,1004,708
31634,31634,673,768
31635,31635,741,633
31636,31636,488,513
31637,31637,1071,768
31638,31638,765,756
31639,31639,568,882
31640,31640,489,773
31641,31641,558,762
31642,31642,855,650
31643,31643,730,1040
31644,31644,776,630
31645,31645,550,716
31646,31646,739,580
31647,31647,1004,539
31648,31648,579,751
31649,31649,796,784
31650,31650,491,643
31651,31651,642,598
31652,31652,512,476
31653,31653,1090,553
31654,31654,746,551
31655,31655,509,657
31656,31656,721,661
31657,31657,924,1059
31658,31658,670,667
31659,31659,603,614
31660,31660,601,740
31661,31661,659,738
31662,31662,647,605
31663,31663,700,816
31664,31664,890,597
31665,31665,768,557
31666,31666,945,717
31667,31667,577,861
31668,31668,885,467
31669,31669,863,551
31670,31670,754,606
31671,31671,821,649
31672,31672,911,627
31673,31673,621,706
31674,31674,619,676
31675,31675,425,747
31676,31676,701,1095
31677,31677,650,841
31678,31678,630,415
31679,31679,775,584
31680,31680,606,674
31681,31681,676,891
31682,31682,856,706
31683,31683,941,795
31684,31684,709,946
31685,31685,739,849
31686,31686,725,735
31687,31687,789,587
31688,31688,712,575
31689,31689,662,596
31690,31690,523,592
31691,31691,815,851
31692,31692,889,780
31693,31693,838,215
31694,31694,685,767
31695,31695,828,610
31696,31696,531,784
31697,31697,752,657
31698,31698,1019,573
31699,31699,805,747
31700,31700,662,787
31701,31701,336,671
31702,31702,819,844
31703,31703,515,849
31704,31704,970,755
31705,31705,555,609
31706,31706,430,854
31707,31707,524,591
31708,31708,1002,782
31709,31709,431,560
31710,31710,740,610
31711,31711,637,620
31712,31712,813,984
31713,31713,598,497
31714,31714,828,734
31715,31715,668,1016
31716,31716,710,610
31717,31717,714,689
31718,31718,540,681
31719,31719,765,609
31720,31720,731,389
31721,31721,527,390
31722,31722,980,565
31723,31723,607,819
31724,31724,672,751
31725,31725,1148,916
31726,31726,682,813
31727,31727,834,974
31728,31728,716,793
31729,31729,668,565
31730,31730,577,744
31731,31731,692,508
31732,31732,633,639
31733,31733,746,769
31734,31734,568,822
31735,31735,284,511
31736,31736,537,774
31737,31737,711,857
31738,31738,881,431
31739,31739,856,900
31740,31740,634,539
31741,31741,925,575
31742,31742,742,869
31743,31743,796,681
31744,31744,658,899
31745,31745,614,682
31746,31746,865,930
31747,31747,598,652
31748,31748,759,558
31749,31749,587,579
31750,31750,625,663
31751,31751,471,658
31752,31752,674,822
31753,31753,587,635
31754,31754,681,906
31755,31755,641,671
31756,31756,544,948
31757,31757,628,616
31758,31758,711,616
31759,31759,732,693
31760,31760,835,568
31761,31761,742,569
31762,31762,796,761
31763,31763,876,782
31764,31764,743,806
31765,31765,597,631
31766,31766,809,685
31767,31767,866,838
31768,31768,626,663
31769,31769,633,505
31770,31770,459,597
31771,31771,578,533
31772,31772,680,870
31773,31773,672,627
31774,31774,610,575
31775,31775,688,1075
31776,31776,701,958
31777,31777,727,664
31778,31778,726,822
31779,31779,958,958
31780,31780,900,688
31781,31781,537,631
31782,31782,671,797
31783,31783,817,889
31784,31784,532,906
31785,31785,756,925
31786,31786,523,680
31787,31787,628,657
31788,31788,762,694
31789,31789,729,611
31790,31790,591,523
31791,31791,789,630
31792,31792,773,784
31793,31793,737,648
31794,31794,789,787
31795,31795,597,544
31796,31796,552,872
31797,31797,530,739
31798,31798,735,618
31799,31799,733,705
31800,31800,561,813
31801,31801,714,590
31802,31802,802,856
31803,31803,566,766
31804,31804,696,880
31805,31805,562,573
31806,31806,780,652
31807,31807,909,837
31808,31808,579,780
31809,31809,585,820
31810,31810,567,811
31811,31811,745,818
31812,31812,937,849
31813,31813,780,661
31814,31814,644,656
31815,31815,1005,628
31816,31816,906,984
31817,31817,496,541
31818,31818,743,598
31819,31819,581,684
31820,31820,684,811
31821,31821,705,695
31822,31822,780,870
31823,31823,407,784
31824,31824,599,609
31825,31825,694,925
31826,31826,797,683
31827,31827,956,617
31828,31828,568,635
31829,31829,625,652
31830,31830,782,704
31831,31831,790,486
31832,31832,770,614
31833,31833,755,563
31834,31834,705,456
31835,31835,401,634
31836,31836,559,607
31837,31837,803,507
31838,31838,683,774
31839,31839,583,972
31840,31840,825,572
31841,31841,586,760
31842,31842,1003,1025
31843,31843,706,658
31844,31844,749,943
31845,31845,740,599
31846,31846,627,786
31847,31847,871,464
31848,31848,667,854
31849,31849,508,558
31850,31850,772,862
31851,31851,711,761
31852,31852,664,721
31853,31853,738,543
31854,31854,664,772
31855,31855,727,849
31856,31856,802,618
31857,31857,708,627
31858,31858,862,815
31859,31859,670,639
31860,31860,794,840
31861,31861,505,621
31862,31862,679,749
31863,31863,624,918
31864,31864,917,677
31865,31865,1021,1035
31866,31866,830,616
31867,31867,576,670
31868,31868,529,711
31869,31869,831,666
31870,31870,849,623
31871,31871,714,572
31872,31872,707,386
31873,31873,767,834
31874,31874,629,918
31875,31875,748,478
31876,31876,572,875
31877,31877,507,816
31878,31878,652,663
31879,31879,794,687
31880,31880,670,1148
31881,31881,700,462
31882,31882,706,638
31883,31883,880,633
31884,31884,885,640
31885,31885,537,626
31886,31886,760,890
31887,31887,512,643
31888,31888,417,532
31889,31889,615,621
31890,31890,695,597
31891,31891,745,703
31892,31892,554,698
31893,31893,719,549
31894,31894,788,517
31895,31895,541,785
31896,31896,712,888
31897,31897,574,895
31898,31898,641,750
31899,31899,555,741
31900,31900,583,683
31901,31901,614,448
31902,31902,462,463
31903,31903,604,811
31904,31904,635,574
31905,31905,827,762
31906,31906,537,773
31907,31907,633,685
31908,31908,859,664
31909,31909,730,987
31910,31910,715,801
31911,31911,789,591
31912,31912,812,709
31913,31913,620,515
31914,31914,737,866
31915,31915,824,635
31916,31916,748,429
31917,31917,846,496
31918,31918,585,1032
31919,31919,549,789
31920,31920,1002,561
31921,31921,758,836
31922,31922,541,674
31923,31923,429,682
31924,31924,864,926
31925,31925,562,545
31926,31926,639,938
31927,31927,815,586
31928,31928,549,737
31929,31929,890,562
31930,31930,916,1034
31931,31931,426,605
31932,31932,768,678
31933,31933,760,641
31934,31934,645,536
31935,31935,781,687
31936,31936,660,743
31937,31937,663,639
31938,31938,615,833
31939,31939,720,736
31940,31940,1018,895
31941,31941,695,900
31942,31942,912,1063
31943,31943,665,649
31944,31944,598,543
31945,31945,881,820
31946,31946,864,697
31947,31947,386,492
31948,31948,661,729
31949,31949,876,939
31950,31950,646,772
31951,31951,823,879
31952,31952,613,644
31953,31953,716,832
31954,31954,771,675
31955,31955,663,621
31956,31956,936,640
31957,31957,683,748
31958,31958,860,705
31959,31959,687,672
31960,31960,579,878
31961,31961,653,571
31962,31962,868,724
31963,31963,736,743
31964,31964,912,882
31965,31965,817,528
31966,31966,749,778
31967,31967,667,514
31968,31968,701,735
31969,31969,718,865
31970,31970,630,519
31971,31971,811,635
31972,31972,779,825
31973,31973,532,797
31974,31974,515,543
31975,31975,860,753
31976,31976,590,654
31977,31977,568,683
31978,31978,800,664
31979,31979,746,614
31980,31980,684,549
31981,31981,547,747
31982,31982,732,543
31983,31983,615,907
31984,31984,771,617
31985,31985,521,732
31986,31986,778,903
31987,31987,805,305
31988,31988,607,706
31989,31989,845,841
31990,31990,835,737
31991,31991,697,625
31992,31992,1099,773
31993,31993,668,765
31994,31994,660,926
31995,31995,821,741
31996,31996,617,635
31997,31997,496,788
31998,31998,687,672
31999,31999,755,878
32000,32000,601,848
32001,32001,645,615
32002,32002,749,799
32003,32003,806,703
32004,32004,548,692
32005,32005,579,939
32006,32006,887,609
32007,32007,921,779
32008,32008,557,589
32009,32009,968,939
32010,32010,667,761
32011,32011,689,761
32012,32012,688,880
32013,32013,734,503
32014,32014,741,849
32015,32015,591,710
32016,32016,394,840
32017,32017,587,634
32018,32018,705,1065
32019,32019,528,549
32020,32020,603,674
32021,32021,618,576
32022,32022,857,680
32023,32023,858,650
32024,32024,556,529
32025,32025,503,531
32026,32026,879,716
32027,32027,479,687
32028,32028,736,836
32029,32029,819,656
32030,32030,657,688
32031,32031,870,652
32032,32032,600,493
32033,32033,490,509
32034,32034,917,769
32035,32035,777,623
32036,32036,507,564
32037,32037,926,577
32038,32038,710,832
32039,32039,887,954
32040,32040,831,923
32041,32041,521,766
32042,32042,564,549
32043,32043,806,827
32044,32044,497,525
32045,32045,899,980
32046,32046,839,697
32047,32047,896,921
32048,32048,594,766
32049,32049,938,1054
32050,32050,778,547
32051,32051,429,615
32052,32052,648,605
32053,32053,766,639
32054,32054,761,587
32055,32055,661,671
32056,32056,802,842
32057,32057,852,1062
32058,32058,590,728
32059,32059,813,698
32060,32060,781,1070
32061,32061,763,475
32062,32062,483,485
32063,32063,695,695
32064,32064,717,640
32065,32065,733,499
32066,32066,564,681
32067,32067,626,890
32068,32068,547,574
32069,32069,808,687
32070,32070,604,805
32071,32071,440,677
32072,32072,733,497
32073,32073,1178,560
32074,32074,716,712
32075,32075,799,574
32076,32076,1021,812
32077,32077,613,513
32078,32078,636,421
32079,32079,976,645
32080,32080,785,964
32081,32081,646,873
32082,32082,885,510
32083,32083,506,894
32084,32084,508,442
32085,32085,778,738
32086,32086,785,514
32087,32087,594,860
32088,32088,756,776
32089,32089,577,610
32090,32090,835,728
32091,32091,664,781
32092,32092,920,841
32093,32093,594,503
32094,32094,590,679
32095,32095,700,702
32096,32096,898,717
32097,32097,655,724
32098,32098,584,814
32099,32099,693,520
32100,32100,729,695
32101,32101,608,567
32102,32102,742,499
32103,32103,525,895
32104,32104,618,770
32105,32105,910,1042
32106,32106,772,621
32107,32107,810,646
32108,32108,873,661
32109,32109,982,620
32110,32110,636,727
32111,32111,721,759
32112,32112,626,643
32113,32113,888,427
32114,32114,446,829
32115,32115,814,579
32116,32116,614,683
32117,32117,634,821
32118,32118,657,959
32119,32119,706,615
32120,32120,703,594
32121,32121,633,785
32122,32122,616,668
32123,32123,579,841
32124,32124,578,703
32125,32125,1022,1020
32126,32126,372,558
32127,32127,635,516
32128,32128,621,640
32129,32129,651,1021
32130,32130,783,602
32131,32131,639,597
32132,32132,989,617
32133,32133,823,710
32134,32134,574,719
32135,32135,817,765
32136,32136,611,748
32137,32137,823,522
32138,32138,885,505
32139,32139,555,359
32140,32140,628,595
32141,32141,724,638
32142,32142,815,897
32143,32143,527,561
32144,32144,1111,846
32145,32145,431,693
32146,32146,445,644
32147,32147,771,1019
32148,32148,710,1109
32149,32149,583,620
32150,32150,731,696
32151,32151,829,512
32152,32152,682,1077
32153,32153,768,562
32154,32154,384,522
32155,32155,541,819
32156,32156,921,720
32157,32157,782,543
32158,32158,744,490
32159,32159,631,681
32160,32160,602,677
32161,32161,828,514
32162,32162,698,719
32163,32163,767,623
32164,32164,972,781
32165,32165,451,834
32166,32166,670,563
32167,32167,784,364
32168,32168,740,759
32169,32169,682,512
32170,32170,495,691
32171,32171,798,731
32172,32172,887,903
32173,32173,622,734
32174,32174,677,818
32175,32175,781,571
32176,32176,701,755
32177,32177,905,848
32178,32178,635,793
32179,32179,588,748
32180,32180,787,700
32181,32181,640,646
32182,32182,520,784
32183,32183,691,805
32184,32184,737,677
32185,32185,740,585
32186,32186,710,677
32187,32187,561,900
32188,32188,715,717
32189,32189,751,510
32190,32190,1146,671
32191,32191,555,593
32192,32192,589,811
32193,32193,732,834
32194,32194,948,751
32195,32195,595,705
32196,32196,737,1202
32197,32197,709,639
32198,32198,655,980
32199,32199,653,731
32200,32200,685,698
32201,32201,620,1122
32202,32202,613,584
32203,32203,711,685
32204,32204,717,814
32205,32205,756,865
32206,32206,663,583
32207,32207,493,489
32208,32208,817,775
32209,32209,454,989
32210,32210,501,627
32211,32211,777,674
32212,32212,627,485
32213,32213,563,592
32214,32214,381,632
32215,32215,540,799
32216,32216,785,682
32217,32217,554,614
32218,32218,844,809
32219,32219,787,641
32220,32220,722,548
32221,32221,893,671
32222,32222,710,503
32223,32223,971,707
32224,32224,541,930
32225,32225,551,828
32226,32226,691,751
32227,32227,871,719
32228,32228,773,824
32229,32229,706,831
32230,32230,632,689
32231,32231,833,647
32232,32232,516,473
32233,32233,607,645
32234,32234,962,947
32235,32235,799,1067
32236,32236,736,474
32237,32237,598,926
32238,32238,845,770
32239,32239,922,795
32240,32240,640,801
32241,32241,719,941
32242,32242,755,1202
32243,32243,861,801
32244,32244,549,768
32245,32245,636,625
32246,32246,882,677
32247,32247,1004,1008
32248,32248,677,600
32249,32249,748,696
32250,32250,635,643
32251,32251,786,979
32252,32252,657,673
32253,32253,697,723
32254,32254,795,774
32255,32255,636,821
32256,32256,670,612
32257,32257,634,831
32258,32258,368,647
32259,32259,462,725
32260,32260,654,832
32261,32261,638,549
32262,32262,846,723
32263,32263,671,652
32264,32264,790,889
32265,32265,535,782
32266,32266,1009,701
32267,32267,792,762
32268,32268,796,624
32269,32269,839,816
32270,32270,679,604
32271,32271,800,718
32272,32272,698,748
32273,32273,619,646
32274,32274,605,724
32275,32275,871,624
32276,32276,573,619
32277,32277,675,751
32278,32278,727,555
32279,32279,706,666
32280,32280,599,435
32281,32281,632,885
32282,32282,767,618
32283,32283,850,713
32284,32284,722,539
32285,32285,841,688
32286,32286,610,652
32287,32287,538,774
32288,32288,906,1081
32289,32289,782,755
32290,32290,616,1140
32291,32291,696,586
32292,32292,822,896
32293,32293,780,832
32294,32294,660,725
32295,32295,611,727
32296,32296,788,769
32297,32297,576,658
32298,32298,834,521
32299,32299,844,637
32300,32300,399,767
32301,32301,861,610
32302,32302,580,1208
32303,32303,853,590
32304,32304,593,867
32305,32305,791,790
32306,32306,795,634
32307,32307,796,589
32308,32308,377,629
32309,32309,711,505
32310,32310,723,563
32311,32311,800,461
32312,32312,782,618
32313,32313,799,771
32314,32314,731,749
32315,32315,574,583
32316,32316,707,719
32317,32317,466,558
32318,32318,574,613
32319,32319,653,471
32320,32320,711,801
32321,32321,533,768
32322,32322,691,995
32323,32323,679,611
32324,32324,960,686
32325,32325,658,684
32326,32326,671,569
32327,32327,977,781
32328,32328,562,1070
32329,32329,605,545
32330,32330,971,918
32331,32331,624,654
32332,32332,866,497
32333,32333,665,496
32334,32334,760,640
32335,32335,569,817
32336,32336,600,756
32337,32337,575,768
32338,32338,721,569
32339,32339,735,913
32340,32340,682,685
32341,32341,584,697
32342,32342,741,694
32343,32343,750,789
32344,32344,684,803
32345,32345,589,627
32346,32346,643,693
32347,32347,862,823
32348,32348,633,594
32349,32349,760,566
32350,32350,461,440
32351,32351,593,472
32352,32352,797,793
32353,32353,642,1009
32354,32354,698,592
32355,32355,645,536
32356,32356,674,533
32357,32357,547,593
32358,32358,452,457
32359,32359,624,995
32360,32360,545,548
32361,32361,639,694
32362,32362,588,610
32363,32363,703,832
32364,32364,678,1037
32365,32365,630,706
32366,32366,527,415
32367,32367,669,731
32368,32368,692,939
32369,32369,732,808
32370,32370,667,774
32371,32371,686,683
32372,32372,370,637
32373,32373,579,823
32374,32374,819,807
32375,32375,746,993
32376,32376,739,712
32377,32377,713,615
32378,32378,862,700
32379,32379,665,776
32380,32380,567,802
32381,32381,628,733
32382,32382,569,700
32383,32383,789,545
32384,32384,584,748
32385,32385,709,773
32386,32386,585,502
32387,32387,770,745
32388,32388,912,663
32389,32389,785,825
32390,32390,845,560
32391,32391,868,893
32392,32392,805,919
32393,32393,654,877
32394,32394,742,503
32395,32395,745,680
32396,32396,666,770
32397,32397,609,677
32398,32398,653,419
32399,32399,797,740
32400,32400,645,781
32401,32401,675,766
32402,32402,705,780
32403,32403,710,601
32404,32404,551,592
32405,32405,664,630
32406,32406,971,791
32407,32407,712,834
32408,32408,962,673
32409,32409,809,757
32410,32410,731,696
32411,32411,576,633
32412,32412,455,654
32413,32413,660,552
32414,32414,1153,898
32415,32415,661,644
32416,32416,842,641
32417,32417,696,734
32418,32418,666,448
32419,32419,923,736
32420,32420,695,797
32421,32421,379,703
32422,32422,525,715
32423,32423,727,620
32424,32424,649,707
32425,32425,849,465
32426,32426,567,365
32427,32427,541,693
32428,32428,585,581
32429,32429,494,492
32430,32430,836,769
32431,32431,609,854
32432,32432,708,750
32433,32433,922,830
32434,32434,444,767
32435,32435,514,859
32436,32436,788,637
32437,32437,476,736
32438,32438,627,413
32439,32439,860,731
32440,32440,647,627
32441,32441,657,671
32442,32442,547,493
32443,32443,736,794
32444,32444,1003,684
32445,32445,639,707
32446,32446,611,558
32447,32447,790,986
32448,32448,722,823
32449,32449,712,446
32450,32450,677,727
32451,32451,816,634
32452,32452,629,606
32453,32453,626,704
32454,32454,802,782
32455,32455,769,745
32456,32456,1010,683
32457,32457,587,644
32458,32458,856,885
32459,32459,717,509
32460,32460,663,654
32461,32461,685,763
32462,32462,731,352
32463,32463,772,626
32464,32464,728,685
32465,32465,869,903
32466,32466,691,867
32467,32467,719,517
32468,32468,586,696
32469,32469,751,763
32470,32470,815,721
32471,32471,793,547
32472,32472,708,856
32473,32473,651,917
32474,32474,565,786
32475,32475,839,870
32476,32476,546,260
32477,32477,627,746
32478,32478,803,752
32479,32479,1040,1168
32480,32480,634,772
32481,32481,639,663
32482,32482,625,732
32483,32483,643,815
32484,32484,877,843
32485,32485,359,533
32486,32486,706,624
32487,32487,542,683
32488,32488,665,664
32489,32489,370,317
32490,32490,774,533
32491,32491,677,729
32492,32492,579,640
32493,32493,729,503
32494,32494,674,749
32495,32495,804,365
32496,32496,874,674
32497,32497,659,969
32498,32498,812,745
32499,32499,754,639
32500,32500,1134,952
32501,32501,585,541
32502,32502,891,628
32503,32503,863,600
32504,32504,570,738
32505,32505,725,763
32506,32506,558,603
32507,32507,694,569
32508,32508,727,675
32509,32509,703,643
32510,32510,318,603
32511,32511,831,725
32512,32512,677,726
32513,32513,678,624
32514,32514,415,569
32515,32515,766,808
32516,32516,657,596
32517,32517,643,843
32518,32518,697,551
32519,32519,665,657
32520,32520,670,639
32521,32521,697,884
32522,32522,818,386
32523,32523,653,955
32524,32524,875,604
32525,32525,910,554
32526,32526,536,582
32527,32527,751,743
32528,32528,533,429
32529,32529,535,629
32530,32530,531,604
32531,32531,845,480
32532,32532,740,657
32533,32533,548,842
32534,32534,609,647
32535,32535,717,499
32536,32536,833,720
32537,32537,762,646
32538,32538,898,797
32539,32539,514,419
32540,32540,584,684
32541,32541,801,737
32542,32542,707,625
32543,32543,717,672
32544,32544,716,609
32545,32545,716,829
32546,32546,1176,838
32547,32547,661,673
32548,32548,600,1048
32549,32549,623,977
32550,32550,754,654
32551,32551,689,730
32552,32552,675,658
32553,32553,559,738
32554,32554,855,976
32555,32555,994,598
32556,32556,779,861
32557,32557,985,772
32558,32558,780,590
32559,32559,792,733
32560,32560,736,689
32561,32561,571,886
32562,32562,635,738
32563,32563,582,664
32564,32564,723,593
32565,32565,579,931
32566,32566,566,742
32567,32567,629,578
32568,32568,486,629
32569,32569,840,620
32570,32570,487,647
32571,32571,492,729
32572,32572,942,675
32573,32573,820,721
32574,32574,859,574
32575,32575,756,632
32576,32576,853,889
32577,32577,583,922
32578,32578,505,862
32579,32579,838,1066
32580,32580,731,848
32581,32581,1014,754
32582,32582,462,690
32583,32583,566,586
32584,32584,556,614
32585,32585,561,607
32586,32586,732,760
